State,County,Premature death,Poor or fair health,Poor physical health days,Poor mental health days,Low birthweight,Adult smoking,Adult obesity,Food environment index,Physical inactivity,Access to exercise opportunities,Alcohol-impaired driving deaths,Sexually transmitted infections,Teen births,Uninsured,Primary care physicians,Dentists,Mental health providers,Preventable hospital stays,Mammography screening,Flu vaccinations,High school completion,Some college,Unemployment,Children in poverty,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone
State,County,Deaths,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,# Alcohol-Impaired Driving Deaths,# Chlamydia Cases,Teen Birth Rate,# Uninsured,# Primary Care Physicians,# Dentists,# Mental Health Providers,Preventable Hospitalization Rate,% With Annual Mammogram,% Vaccinated,# Completed High School,# Some College,# Unemployed,% Children in Poverty,80th Percentile Income,# Children in Single-Parent Households,# Associations,Annual Average Violent Crimes,# Injury Deaths,Average Daily PM2.5,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,# Workers who Drive Alone
Arizona,Coconino,1708.0,18,4.3,4.8,8.0,18,28,6.7,21,77.0,54.0,1126.0,14.0,17084.0,116.0,117.0,316.0,2134.0,34.0,38.0,76717,25277,7295.0,17.0,114841.0,9220.0,139,498.0,799.0,5.9,Yes,24,70.0,64472
Arizona,Gila,1274.0,22,4.7,5.1,10.0,20,31,6.3,27,82.0,15.0,223.0,44.0,5535.0,22.0,30.0,40.0,2587.0,34.0,39.0,34677,5223,1621.0,26.0,92527.0,2962.0,46,303.0,438.0,5.8,Yes,17,78.0,18860
Arizona,Graham,495.0,23,4.6,4.8,8.0,17,37,6.4,30,45.0,13.0,189.0,36.0,3591.0,18.0,24.0,16.0,1373.0,37.0,29.0,20527,5541,1008.0,16.0,97064.0,2502.0,15,36.0,159.0,5.3,No,17,78.0,13181
Arizona,Greenlee,101.0,21,4.1,4.4,8.0,15,36,7.1,27,45.0,3.0,34.0,38.0,640.0,5.0,2.0,1.0,2309.0,28.0,27.0,4872,1372,244.0,9.0,106090.0,561.0,4,4.0,37.0,5.2,No,8,84.0,4011
Arizona,La Paz,528.0,26,5.0,5.1,7.0,20,37,4.6,32,35.0,11.0,74.0,44.0,2616.0,6.0,10.0,18.0,3376.0,26.0,29.0,13355,1374,636.0,26.0,70208.0,1407.0,11,50.0,182.0,5.1,Yes,16,81.0,6095
Arizona,Maricopa,48839.0,18,3.8,4.3,7.0,14,31,8.0,25,89.0,547.0,28375.0,21.0,493829.0,3161.0,3128.0,7168.0,2691.0,42.0,48.0,2609466,812889,172361.0,16.0,131224.0,260595.0,2382,17044.0,18180.0,10.1,Yes,18,74.0,2100872
Arizona,Mohave,5100.0,21,4.5,5.0,7.0,21,32,5.7,31,54.0,56.0,537.0,27.0,19205.0,114.0,91.0,164.0,3308.0,40.0,39.0,140182,20919,8854.0,26.0,89697.0,11081.0,113,445.0,1358.0,6.3,Yes,16,78.0,72712
Arizona,Navajo,2303.0,26,5.7,5.8,9.0,21,38,4.2,28,55.0,41.0,804.0,37.0,15219.0,64.0,71.0,103.0,3083.0,29.0,36.0,60298,13252,4097.0,32.0,88035.0,10334.0,75,304.0,907.0,5.6,Yes,24,75.0,33939
Arizona,Pima,14242.0,20,4.0,4.3,8.0,14,31,7.4,23,84.0,164.0,6677.0,20.0,107748.0,915.0,687.0,2146.0,2609.0,47.0,48.0,622956,171504,38308.0,20.0,109573.0,63886.0,659,4761.0,5105.0,5.6,Yes,18,75.0,448553
Arizona,Pinal,5589.0,20,4.1,4.5,7.0,17,35,7.1,31,59.0,66.0,2038.0,24.0,43484.0,73.0,152.0,361.0,2448.0,41.0,44.0,271107,63001,14400.0,15.0,110678.0,23406.0,155,884.0,1557.0,12.7,Yes,15,77.0,164454
Arizona,Santa Cruz,487.0,29,4.8,4.5,7.0,15,37,6.2,32,57.0,4.0,244.0,30.0,6241.0,20.0,12.0,18.0,1727.0,35.0,34.0,23100,5819,2220.0,26.0,88404.0,3239.0,19,66.0,152.0,8.4,No,20,80.0,17598
Arizona,Yavapai,3946.0,18,4.0,4.6,7.0,17,28,6.9,24,84.0,39.0,561.0,24.0,23125.0,136.0,161.0,489.0,1988.0,43.0,43.0,164901,25175,8007.0,15.0,100523.0,8126.0,189,527.0,1464.0,6.3,Yes,17,76.0,88217
Arizona,Yuma,2629.0,27,4.7,4.6,6.0,15,38,6.3,30,82.0,25.0,1147.0,35.0,28673.0,101.0,63.0,133.0,2772.0,36.0,39.0,100469,28965,16810.0,21.0,93692.0,15999.0,88,678.0,718.0,8.7,Yes,19,79.0,81019
Arkansas,Arkansas,399.0,26,5.2,5.8,10.0,24,37,5.3,34,55.0,7.0,144.0,51.0,1338.0,9.0,9.0,20.0,5265.0,34.0,45.0,10629,2170,378.0,22.0,93345.0,1162.0,22,88.0,91.0,8.3,Yes,12,87.0,7864
Arkansas,Ashley,422.0,27,5.4,5.8,11.0,24,39,6.7,36,37.0,7.0,120.0,38.0,1710.0,8.0,8.0,15.0,6070.0,34.0,43.0,11586,2118,668.0,24.0,87537.0,1144.0,30,67.0,88.0,8.1,Yes,13,84.0,7284
Arkansas,Baxter,870.0,21,4.9,5.7,7.0,22,32,7.1,28,46.0,12.0,85.0,31.0,2924.0,34.0,22.0,122.0,4224.0,47.0,49.0,28449,4930,981.0,24.0,80875.0,1454.0,39,75.0,206.0,8.7,Yes,11,81.0,15091
Arkansas,Benton,2877.0,20,4.3,4.9,7.0,16,30,7.9,27,74.0,34.0,918.0,25.0,26888.0,168.0,122.0,665.0,2718.0,44.0,53.0,160716,51204,6231.0,13.0,133233.0,12830.0,242,662.0,802.0,10.1,Yes,12,83.0,131630
Arkansas,Boone,647.0,23,5.1,5.8,7.0,23,32,6.8,34,49.0,6.0,97.0,33.0,2919.0,29.0,21.0,59.0,3940.0,38.0,45.0,23191,5134,830.0,20.0,89360.0,1471.0,42,206.0,157.0,8.5,Yes,12,83.0,15877
Arkansas,Bradley,213.0,28,5.4,5.6,11.0,23,38,6.4,37,65.0,5.0,52.0,35.0,1114.0,6.0,4.0,6.0,5883.0,35.0,48.0,6268,1199,256.0,28.0,84089.0,841.0,14,29.0,55.0,9.5,No,14,85.0,4104
Arkansas,Calhoun,133.0,25,5.2,5.8,9.0,23,39,5.7,34,4.0,2.0,23.0,26.0,372.0,1.0,,,4591.0,40.0,33.0,3168,594,125.0,22.0,91969.0,241.0,6,11.0,34.0,9.6,No,11,90.0,2085
Arkansas,Carroll,555.0,24,4.9,5.4,7.0,20,34,7.4,33,45.0,18.0,73.0,42.0,3225.0,16.0,8.0,26.0,3147.0,35.0,45.0,17142,2447,720.0,21.0,89864.0,734.0,36,94.0,146.0,8.6,No,14,79.0,11639
Arkansas,Chicot,232.0,32,5.9,5.9,13.0,25,45,5.1,39,27.0,5.0,82.0,46.0,678.0,7.0,5.0,60.0,9699.0,40.0,29.0,5697,1058,336.0,37.0,72915.0,973.0,10,41.0,49.0,9.1,Yes,15,84.0,3280
Arkansas,Clark,367.0,23,4.9,5.5,9.0,21,40,6.5,32,54.0,13.0,178.0,17.0,1471.0,10.0,11.0,69.0,3332.0,41.0,46.0,11592,2489,549.0,22.0,84958.0,1425.0,32,75.0,70.0,9.7,No,13,77.0,10127
Arkansas,Clay,330.0,26,5.6,6.1,7.0,25,38,6.1,35,29.0,5.0,37.0,50.0,1131.0,2.0,7.0,15.0,3297.0,33.0,32.0,8740,1867,333.0,24.0,76165.0,932.0,23,33.0,88.0,8.9,No,12,81.0,6082
Arkansas,Cleburne,509.0,22,5.0,5.7,8.0,24,36,7.0,32,24.0,13.0,46.0,38.0,1897.0,15.0,10.0,29.0,3121.0,40.0,37.0,16219,2170,697.0,21.0,87223.0,1016.0,39,94.0,139.0,9.1,No,10,85.0,9882
Arkansas,Cleveland,165.0,24,5.3,5.9,9.0,24,39,6.8,35,1.0,2.0,21.0,24.0,550.0,,,,6375.0,37.0,43.0,5142,969,195.0,19.0,92408.0,504.0,5,8.0,39.0,9.4,No,8,87.0,3063
Arkansas,Columbia,436.0,27,5.4,5.9,11.0,24,43,6.5,37,43.0,7.0,223.0,25.0,1678.0,14.0,10.0,45.0,4065.0,38.0,47.0,12678,2967,620.0,26.0,80889.0,1319.0,27,76.0,89.0,9.9,Yes,15,85.0,8790
Arkansas,Conway,377.0,25,5.2,5.8,9.0,23,35,6.3,32,28.0,9.0,93.0,38.0,1603.0,14.0,9.0,59.0,3347.0,34.0,31.0,12614,2523,504.0,23.0,90384.0,1237.0,28,45.0,84.0,9.7,No,11,79.0,8910
Arkansas,Craighead,1515.0,23,4.8,5.5,10.0,22,40,6.8,33,56.0,24.0,930.0,31.0,9347.0,130.0,84.0,455.0,4587.0,44.0,53.0,62777,19158,2972.0,23.0,101178.0,8366.0,96,450.0,382.0,9.3,Yes,15,84.0,50002
Arkansas,Crawford,1042.0,25,5.2,5.8,8.0,23,38,6.3,33,55.0,18.0,206.0,35.0,5805.0,25.0,12.0,36.0,4404.0,43.0,48.0,36039,8460,1438.0,20.0,97345.0,3963.0,44,234.0,223.0,10.0,Yes,13,88.0,25712
Arkansas,Crittenden,975.0,28,5.5,5.8,14.0,24,43,6.6,38,68.0,17.0,568.0,51.0,3647.0,16.0,31.0,114.0,4969.0,42.0,41.0,25853,6853,1750.0,35.0,94002.0,6020.0,46,624.0,258.0,8.8,No,17,81.0,20394
Arkansas,Cross,383.0,25,5.3,5.9,10.0,25,39,6.2,35,36.0,3.0,114.0,38.0,1269.0,7.0,8.0,17.0,6736.0,28.0,45.0,9317,1982,444.0,33.0,90479.0,1494.0,31,115.0,92.0,8.9,Yes,13,84.0,7008
Arkansas,Dallas,180.0,27,5.2,5.7,12.0,24,41,5.1,36,,1.0,59.0,25.0,433.0,1.0,2.0,18.0,4401.0,35.0,41.0,4368,727,151.0,32.0,73852.0,346.0,14,46.0,31.0,9.6,No,7,86.0,2773
Arkansas,Desha,255.0,32,5.9,6.1,15.0,26,43,5.4,41,48.0,4.0,88.0,41.0,973.0,6.0,3.0,8.0,6597.0,30.0,41.0,6185,1074,373.0,34.0,65797.0,1299.0,18,62.0,50.0,9.1,Yes,12,84.0,4335
Arkansas,Drew,329.0,24,5.1,5.6,10.0,22,39,6.8,34,57.0,7.0,123.0,31.0,1222.0,13.0,4.0,113.0,8894.0,30.0,44.0,10087,2620,534.0,24.0,96208.0,994.0,20,68.0,79.0,9.3,Yes,14,82.0,7633
Arkansas,Faulkner,1656.0,21,4.7,5.4,8.0,20,37,6.7,33,44.0,14.0,676.0,21.0,9860.0,69.0,51.0,211.0,3817.0,38.0,49.0,71210,22272,3361.0,13.0,106658.0,6057.0,120,441.0,419.0,10.1,Yes,16,84.0,58854
Arkansas,Franklin,347.0,27,5.6,6.1,8.0,26,37,6.7,35,58.0,3.0,51.0,35.0,1518.0,5.0,3.0,1.0,4161.0,33.0,49.0,10483,2424,419.0,20.0,83500.0,733.0,19,76.0,83.0,9.3,Yes,14,83.0,6804
Arkansas,Fulton,270.0,27,5.8,6.3,7.0,26,37,6.5,35,37.0,2.0,20.0,39.0,1061.0,7.0,2.0,7.0,5741.0,32.0,41.0,7580,1403,253.0,28.0,80582.0,467.0,10,23.0,61.0,8.7,No,15,81.0,4053
Arkansas,Garland,2093.0,23,5.0,5.6,9.0,21,36,6.4,32,71.0,22.0,474.0,38.0,8848.0,86.0,59.0,292.0,3709.0,41.0,56.0,64264,13914,3295.0,23.0,90808.0,6424.0,113,512.0,605.0,8.3,No,15,81.0,39681
Arkansas,Grant,298.0,21,4.8,5.6,9.0,21,35,6.6,30,22.0,2.0,44.0,25.0,1128.0,2.0,7.0,19.0,4167.0,39.0,55.0,11531,2436,426.0,15.0,117651.0,969.0,17,46.0,80.0,9.5,No,14,81.0,7942
Arkansas,Greene,804.0,23,5.1,5.8,8.0,24,34,6.7,34,29.0,6.0,229.0,46.0,3253.0,22.0,15.0,98.0,6155.0,41.0,47.0,27007,5876,1158.0,21.0,92204.0,3046.0,47,167.0,192.0,9.1,No,11,83.0,18786
Arkansas,Hempstead,388.0,28,5.4,5.7,10.0,22,39,6.1,38,57.0,11.0,176.0,58.0,2170.0,6.0,8.0,22.0,4112.0,38.0,38.0,12061,2802,499.0,27.0,88667.0,1921.0,22,140.0,76.0,9.8,Yes,14,83.0,8473
Arkansas,Hot Spring,709.0,24,5.2,5.8,9.0,23,37,6.3,32,18.0,12.0,152.0,39.0,2291.0,7.0,10.0,72.0,4113.0,36.0,52.0,21109,4514,815.0,23.0,92038.0,1808.0,37,77.0,182.0,9.7,No,12,83.0,13121
Arkansas,Howard,266.0,27,5.3,5.7,9.0,22,42,6.2,37,9.0,9.0,87.0,33.0,1392.0,7.0,3.0,15.0,4393.0,29.0,46.0,7541,1566,276.0,25.0,76056.0,1331.0,16,21.0,53.0,9.7,Yes,13,82.0,5483
Arkansas,Independence,626.0,24,5.2,5.8,8.0,22,35,6.9,33,43.0,19.0,125.0,35.0,3028.0,24.0,17.0,69.0,4299.0,36.0,52.0,21569,5428,959.0,19.0,89147.0,1890.0,48,184.0,143.0,9.1,Yes,13,84.0,16029
Arkansas,Izard,276.0,24,5.2,5.8,8.0,24,35,7.2,32,46.0,4.0,39.0,37.0,991.0,4.0,3.0,12.0,4724.0,35.0,38.0,8481,1480,391.0,27.0,77408.0,392.0,16,30.0,66.0,8.9,No,10,79.0,4213
Arkansas,Jackson,361.0,29,5.9,6.3,10.0,27,39,5.2,39,31.0,7.0,104.0,59.0,1080.0,6.0,5.0,17.0,7377.0,36.0,52.0,10124,2241,419.0,30.0,75423.0,1136.0,19,120.0,85.0,7.9,Yes,14,83.0,5600
Arkansas,Jefferson,1464.0,27,5.3,5.7,13.0,24,42,6.5,37,49.0,11.0,778.0,43.0,3927.0,46.0,28.0,157.0,4605.0,36.0,42.0,40354,8068,2204.0,25.0,83616.0,7473.0,89,719.0,374.0,9.7,Yes,17,88.0,24773
Arkansas,Johnson,465.0,29,5.7,5.9,7.0,25,37,5.7,38,41.0,2.0,72.0,34.0,2990.0,14.0,7.0,75.0,4325.0,35.0,48.0,13928,2537,638.0,24.0,76745.0,1604.0,20,64.0,105.0,9.2,No,13,79.0,10277
Arkansas,Lafayette,177.0,29,5.7,6.1,10.0,26,40,6.0,39,10.0,2.0,42.0,58.0,583.0,2.0,,4.0,4565.0,33.0,32.0,3836,639,185.0,30.0,75844.0,626.0,5,13.0,27.0,9.7,No,13,80.0,2508
Arkansas,Lawrence,355.0,24,5.3,6.0,8.0,24,38,5.6,34,30.0,11.0,92.0,38.0,1110.0,6.0,5.0,36.0,5457.0,36.0,28.0,9436,2202,417.0,26.0,76950.0,909.0,16,38.0,107.0,9.1,No,10,85.0,6447
Arkansas,Lee,232.0,31,5.7,5.8,13.0,25,42,5.4,39,41.0,4.0,71.0,47.0,494.0,1.0,4.0,3.0,5088.0,41.0,36.0,5113,922,210.0,45.0,77212.0,679.0,10,29.0,50.0,8.9,Yes,15,75.0,2640
Arkansas,Lincoln,243.0,28,5.4,5.6,9.0,25,41,5.9,36,33.0,3.0,41.0,30.0,745.0,1.0,2.0,20.0,6706.0,34.0,41.0,7910,1237,229.0,23.0,78155.0,385.0,7,22.0,70.0,9.3,No,13,86.0,3227
Arkansas,Little River,265.0,25,5.2,5.8,9.0,23,39,7.5,35,46.0,8.0,81.0,40.0,925.0,2.0,5.0,1.0,4178.0,43.0,47.0,7860,1567,347.0,24.0,95351.0,1077.0,17,18.0,64.0,9.9,Yes,7,86.0,5001
Arkansas,Logan,449.0,25,5.4,5.9,10.0,24,38,6.4,35,44.0,9.0,79.0,45.0,1683.0,5.0,10.0,4.0,5082.0,39.0,33.0,13296,2605,575.0,22.0,76794.0,950.0,29,82.0,101.0,9.4,Yes,12,78.0,8846
Arkansas,Lonoke,1122.0,21,4.7,5.5,8.0,21,36,7.6,30,44.0,13.0,281.0,26.0,5225.0,12.0,19.0,46.0,3329.0,37.0,50.0,43886,11732,1858.0,14.0,108858.0,4410.0,58,244.0,303.0,9.8,Yes,12,85.0,33736
Arkansas,Madison,267.0,26,5.5,6.0,6.0,24,38,6.6,35,45.0,5.0,54.0,46.0,1918.0,5.0,6.0,25.0,3079.0,32.0,42.0,9672,1531,287.0,25.0,86767.0,881.0,7,30.0,74.0,8.6,No,12,88.0,6251
Arkansas,Marion,415.0,23,5.2,5.9,8.0,23,36,7.0,32,29.0,2.0,35.0,37.0,1275.0,3.0,3.0,2.0,4733.0,44.0,37.0,10909,1656,403.0,28.0,68748.0,644.0,14,56.0,86.0,8.5,No,15,78.0,5450
Arkansas,Miller,890.0,25,5.3,5.8,10.0,22,39,6.2,34,66.0,14.0,344.0,46.0,3224.0,32.0,14.0,111.0,5006.0,42.0,43.0,25369,6228,1332.0,24.0,93903.0,4311.0,46,235.0,176.0,10.0,Yes,15,85.0,16736
Arkansas,Mississippi,1006.0,29,5.6,6.0,11.0,25,41,6.1,39,56.0,12.0,465.0,62.0,3156.0,17.0,16.0,53.0,6648.0,34.0,47.0,22128,4870,1559.0,28.0,95462.0,4386.0,48,432.0,260.0,9.0,Yes,15,85.0,17257
Arkansas,Monroe,197.0,30,5.7,6.1,11.0,26,42,5.5,39,39.0,7.0,68.0,58.0,474.0,3.0,4.0,2.0,4839.0,39.0,25.0,3894,620,182.0,37.0,84400.0,775.0,7,28.0,49.0,8.9,Yes,12,82.0,2770
Arkansas,Montgomery,187.0,26,5.5,6.1,7.0,25,37,5.9,35,97.0,6.0,23.0,36.0,973.0,2.0,2.0,2.0,3682.0,25.0,33.0,5596,750,203.0,28.0,81824.0,323.0,5,20.0,57.0,9.1,Yes,12,79.0,3194
Arkansas,Nevada,171.0,25,5.2,5.7,12.0,23,39,4.6,35,31.0,2.0,69.0,42.0,542.0,3.0,,11.0,4717.0,34.0,37.0,5116,695,208.0,28.0,69636.0,552.0,6,17.0,40.0,9.7,Yes,14,79.0,3006
Arkansas,Newton,168.0,22,5.0,5.7,6.0,22,36,6.4,30,59.0,2.0,19.0,44.0,567.0,,,2.0,3201.0,34.0,26.0,4833,833,162.0,30.0,82903.0,295.0,3,25.0,43.0,8.2,Yes,16,82.0,2641
Arkansas,Ouachita,564.0,28,5.5,5.9,10.0,24,39,5.6,37,48.0,10.0,154.0,38.0,1547.0,12.0,10.0,42.0,3195.0,34.0,47.0,14160,2764,592.0,28.0,81242.0,2415.0,43,113.0,105.0,9.9,No,16,88.0,8743
Arkansas,Perry,192.0,24,5.3,5.9,8.0,24,36,6.7,34,44.0,4.0,24.0,26.0,809.0,2.0,,,3624.0,36.0,46.0,6574,1480,232.0,23.0,100313.0,512.0,7,53.0,51.0,9.5,No,10,80.0,3594
Arkansas,Phillips,453.0,33,6.2,6.3,13.0,26,45,4.5,41,54.0,2.0,223.0,68.0,1245.0,11.0,6.0,13.0,5940.0,33.0,28.0,9740,2390,580.0,37.0,73720.0,2847.0,20,146.0,138.0,8.9,Yes,14,87.0,6143
Arkansas,Pike,223.0,24,5.2,5.8,8.0,23,38,6.5,34,31.0,0.0,30.0,35.0,1174.0,3.0,4.0,6.0,4383.0,28.0,31.0,6387,1409,252.0,25.0,84713.0,353.0,10,16.0,47.0,9.4,Yes,10,78.0,4608
Arkansas,Poinsett,597.0,27,5.5,6.1,10.0,26,39,6.0,36,9.0,10.0,131.0,49.0,2010.0,4.0,4.0,66.0,7221.0,38.0,47.0,13068,2406,545.0,29.0,74764.0,1758.0,22,79.0,139.0,9.0,Yes,15,81.0,9405
Arkansas,Polk,396.0,26,5.6,6.1,7.0,25,35,5.2,34,57.0,4.0,52.0,42.0,2220.0,16.0,9.0,18.0,4504.0,29.0,35.0,11943,2241,531.0,28.0,76873.0,1011.0,28,60.0,112.0,8.6,Yes,17,78.0,7225
Arkansas,Pope,951.0,24,5.1,5.7,8.0,21,36,6.5,33,49.0,11.0,302.0,25.0,6019.0,43.0,29.0,151.0,3232.0,35.0,48.0,34778,8544,1637.0,18.0,97579.0,3675.0,89,235.0,223.0,9.6,No,14,83.0,26475
Arkansas,Prairie,195.0,24,5.2,5.9,10.0,23,37,7.4,33,22.0,5.0,33.0,43.0,582.0,1.0,1.0,2.0,5015.0,36.0,33.0,5079,1097,193.0,24.0,83287.0,402.0,12,14.0,30.0,9.0,Yes,10,80.0,3552
Arkansas,Pulaski,6313.0,22,4.6,5.2,11.0,20,35,6.7,30,76.0,87.0,3419.0,31.0,31959.0,473.0,304.0,1904.0,3502.0,42.0,53.0,244406,75045,14044.0,23.0,110648.0,34293.0,620,4170.0,1829.0,9.7,No,17,82.0,184037
Arkansas,Randolph,360.0,27,5.6,6.2,7.0,25,39,6.3,36,28.0,3.0,88.0,46.0,1641.0,11.0,6.0,19.0,4567.0,35.0,46.0,10502,2659,439.0,24.0,77767.0,994.0,10,52.0,88.0,8.8,No,14,82.0,6828
Arkansas,St. Francis,488.0,31,5.7,5.7,13.0,25,42,5.4,39,58.0,4.0,236.0,72.0,1482.0,12.0,9.0,89.0,5454.0,39.0,43.0,14604,3721,634.0,40.0,71181.0,2835.0,24,204.0,116.0,9.0,Yes,16,85.0,8742
Arkansas,Saline,1784.0,19,4.3,5.2,8.0,17,34,7.7,28,60.0,13.0,313.0,20.0,8511.0,58.0,36.0,173.0,4503.0,33.0,54.0,76720,22257,2940.0,11.0,117993.0,6083.0,94,415.0,500.0,10.1,No,10,83.0,57323
Arkansas,Scott,203.0,29,5.7,6.1,9.0,25,38,5.1,39,46.0,3.0,25.0,52.0,968.0,2.0,1.0,2.0,5060.0,37.0,38.0,5707,1017,195.0,27.0,71469.0,663.0,9,33.0,56.0,9.1,No,13,79.0,4259
Arkansas,Searcy,160.0,27,5.7,6.2,6.0,26,39,5.5,36,21.0,2.0,12.0,34.0,652.0,2.0,3.0,16.0,3454.0,39.0,20.0,4614,668,184.0,35.0,69383.0,290.0,4,10.0,50.0,8.4,Yes,13,76.0,2952
Arkansas,Sebastian,2126.0,25,5.1,5.5,8.0,20,33,6.9,33,64.0,16.0,647.0,36.0,14914.0,168.0,100.0,472.0,3717.0,47.0,50.0,71913,18868,3355.0,24.0,96489.0,8290.0,134,808.0,471.0,10.3,Yes,15,82.0,57633
Arkansas,Sevier,253.0,29,5.4,5.5,6.0,20,39,6.3,37,28.0,9.0,51.0,49.0,2617.0,8.0,5.0,9.0,4106.0,35.0,51.0,8043,1452,322.0,25.0,90753.0,1090.0,15,38.0,56.0,9.7,No,15,73.0,6910
Arkansas,Sharp,387.0,28,5.9,6.3,10.0,27,39,5.0,37,41.0,9.0,49.0,45.0,1504.0,4.0,4.0,37.0,3813.0,33.0,36.0,10471,1620,408.0,29.0,67672.0,856.0,26,,101.0,8.9,Yes,14,81.0,6066
Arkansas,Stone,248.0,27,5.7,6.2,8.0,25,39,5.9,34,43.0,2.0,18.0,45.0,1167.0,6.0,3.0,13.0,4537.0,31.0,49.0,7389,1187,328.0,29.0,73512.0,937.0,13,30.0,61.0,8.7,No,15,78.0,4134
Arkansas,Union,860.0,24,5.1,5.6,11.0,21,38,6.6,32,47.0,10.0,284.0,45.0,2847.0,25.0,17.0,73.0,4223.0,35.0,43.0,22928,5268,1297.0,22.0,97115.0,3904.0,84,234.0,204.0,8.8,Yes,17,88.0,15665
Arkansas,Van Buren,317.0,26,5.5,6.1,8.0,25,39,6.4,34,38.0,1.0,35.0,33.0,1442.0,5.0,9.0,16.0,2749.0,38.0,37.0,10380,1230,409.0,23.0,77103.0,583.0,22,47.0,92.0,9.0,Yes,13,75.0,5776
Arkansas,Washington,2574.0,22,4.7,5.2,8.0,19,34,7.5,27,81.0,30.0,1549.0,25.0,28563.0,192.0,160.0,962.0,2593.0,43.0,51.0,123268,42561,5795.0,15.0,108956.0,11596.0,210,700.0,611.0,8.4,Yes,15,77.0,113124
Arkansas,White,1317.0,24,5.1,5.8,8.0,23,37,6.7,32,47.0,14.0,338.0,28.0,6290.0,51.0,25.0,163.0,5540.0,33.0,51.0,43929,9603,2117.0,19.0,91186.0,4570.0,77,189.0,340.0,9.4,No,13,85.0,31923
Arkansas,Woodruff,159.0,28,5.6,6.1,8.0,25,41,6.5,37,45.0,1.0,41.0,50.0,466.0,2.0,3.0,4.0,7803.0,37.0,28.0,3791,628,163.0,33.0,85563.0,627.0,9,11.0,41.0,8.8,Yes,9,86.0,2792
Arkansas,Yell,408.0,29,5.6,5.8,8.0,23,40,6.9,38,46.0,13.0,71.0,40.0,2363.0,11.0,6.0,7.0,7069.0,29.0,38.0,11415,2038,405.0,22.0,83852.0,1341.0,26,73.0,89.0,9.6,Yes,14,80.0,9373
California,Alameda,13444.0,16,3.2,3.6,7.0,10,24,9.1,20,100.0,111.0,9645.0,9.0,72422.0,1853.0,1627.0,11497.0,2783.0,38.0,47.0,1050689,408992,71396.0,9.0,208142.0,65379.0,1104,10242.0,3722.0,14.4,No,23,59.0,799481
California,Alpine,,20,4.4,4.8,,16,30,6.6,24,76.0,4.0,5.0,,72.0,0.0,0.0,4.0,,37.0,42.0,834,148,58.0,25.0,136265.0,87.0,0,5.0,15.0,8.3,No,20,52.0,398
California,Amador,592.0,17,4.0,4.4,6.0,14,29,8.8,23,71.0,24.0,70.0,14.0,1851.0,24.0,26.0,103.0,2475.0,42.0,47.0,28086,5229,1317.0,13.0,121199.0,1248.0,25,87.0,200.0,13.6,No,18,79.0,13998
California,Butte,3213.0,19,4.3,4.7,6.0,15,32,7.4,23,82.0,53.0,1373.0,14.0,13710.0,136.0,163.0,1647.0,4754.0,38.0,40.0,131093,36852,8509.0,19.0,116634.0,9391.0,168,734.0,1128.0,13.8,Yes,23,75.0,92703
California,Calaveras,744.0,17,4.0,4.6,6.0,15,30,8.0,21,64.0,22.0,98.0,13.0,2579.0,21.0,20.0,90.0,2477.0,41.0,44.0,31726,4982,1619.0,16.0,127014.0,1812.0,40,146.0,217.0,14.7,Yes,20,76.0,16894
California,Colusa,229.0,25,4.4,4.4,6.0,14,32,7.0,30,72.0,7.0,80.0,24.0,2195.0,6.0,9.0,45.0,4730.0,34.0,46.0,9993,2833,1675.0,13.0,111740.0,1115.0,11,43.0,77.0,11.8,Yes,18,80.0,9468
California,Contra Costa,9986.0,16,3.4,3.8,7.0,10,24,9.1,22,98.0,116.0,6018.0,9.0,62447.0,1181.0,1044.0,4387.0,2959.0,40.0,48.0,714303,218007,48020.0,8.0,202738.0,48978.0,646,3773.0,2896.0,13.5,Yes,20,66.0,547220
California,Del Norte,498.0,23,4.7,4.9,6.0,18,33,6.3,27,59.0,12.0,63.0,34.0,1652.0,16.0,23.0,131.0,2595.0,27.0,37.0,15758,3182,884.0,23.0,105696.0,1765.0,10,167.0,158.0,11.6,No,20,74.0,8866
California,El Dorado,2016.0,14,3.5,4.2,7.0,12,26,8.7,19,83.0,38.0,487.0,8.0,9349.0,152.0,147.0,737.0,2985.0,42.0,48.0,130793,28643,7490.0,9.0,165979.0,5578.0,115,399.0,696.0,12.0,Yes,18,76.0,84184
California,Fresno,11184.0,26,4.6,4.5,8.0,14,38,7.4,29,80.0,189.0,7225.0,27.0,82348.0,691.0,628.0,4209.0,3649.0,39.0,45.0,472113,157712,50260.0,23.0,116477.0,76588.0,524,5264.0,3229.0,17.1,Yes,27,78.0,397002
California,Glenn,373.0,24,4.6,4.7,6.0,15,32,7.3,28,59.0,9.0,123.0,22.0,2905.0,4.0,22.0,32.0,5270.0,37.0,36.0,13457,3054,1113.0,17.0,99387.0,1567.0,21,114.0,135.0,13.8,No,21,78.0,11469
