State,County,Premature death,Poor or fair health,Poor physical health days,Poor mental health days,Low birthweight,Adult smoking,Adult obesity,Food environment index,Physical inactivity,Access to exercise opportunities,Alcohol-impaired driving deaths,Sexually transmitted infections,Teen births,Uninsured,Primary care physicians,Dentists,Mental health providers,Preventable hospital stays,Mammography screening,Flu vaccinations,High school completion,Some college,Unemployment,Children in poverty,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone
State,County,Deaths,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,# Alcohol-Impaired Driving Deaths,# Chlamydia Cases,Teen Birth Rate,# Uninsured,# Primary Care Physicians,# Dentists,# Mental Health Providers,Preventable Hospitalization Rate,% With Annual Mammogram,% Vaccinated,# Completed High School,# Some College,# Unemployed,% Children in Poverty,80th Percentile Income,# Children in Single-Parent Households,# Associations,Annual Average Violent Crimes,# Injury Deaths,Average Daily PM2.5,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,# Workers who Drive Alone
Colorado,Weld,2954.0,16,3.6,4.1,8.0,15,28,8.7,21,78.0,85.0,1508.0,21.0,30273.0,185.0,152.0,885.0,2666.0,43.0,51.0,178345,57056,11624.0,10.0,129936.0,16353.0,193,772.0,1178.0,9.6,Yes,14,78.0,153676
Colorado,Yuma,102.0,18,4.0,4.4,7.0,17,25,8.1,23,67.0,2.0,14.0,25.0,1194.0,5.0,5.0,10.0,3890.0,36.0,30.0,5776,1402,159.0,16.0,106858.0,643.0,15,1.0,44.0,5.7,No,13,74.0,4783
Connecticut,Fairfield,7831.0,13,3.2,3.8,7.0,11,24,8.7,22,95.0,78.0,3507.0,8.0,72442.0,890.0,886.0,3189.0,3230.0,48.0,54.0,582871,163083,37044.0,11.0,214628.0,43680.0,883,2219.0,2728.0,7.9,Yes,21,69.0,468102
Connecticut,Hartford,10100.0,15,3.4,4.1,9.0,13,30,8.3,24,93.0,105.0,4505.0,11.0,43194.0,858.0,957.0,5025.0,3434.0,48.0,56.0,561754,161886,38682.0,14.0,150462.0,52744.0,890,2361.0,3493.0,8.1,Yes,17,79.0,440788
Connecticut,Litchfield,2380.0,13,3.3,4.2,6.0,14,28,8.5,20,77.0,31.0,325.0,6.0,8618.0,105.0,119.0,517.0,3094.0,44.0,55.0,126375,26664,7007.0,8.0,149438.0,6586.0,177,122.0,783.0,4.5,Yes,14,81.0,94278
Connecticut,Middlesex,1865.0,12,3.2,4.1,7.0,13,28,8.3,21,86.0,23.0,453.0,4.0,5840.0,122.0,127.0,748.0,3678.0,46.0,58.0,113399,28008,6010.0,7.0,162084.0,6397.0,173,117.0,667.0,7.8,Yes,14,80.0,85678
Connecticut,New Haven,10089.0,16,3.5,4.2,8.0,15,32,8.0,25,92.0,107.0,4337.0,11.0,47465.0,758.0,669.0,4160.0,3686.0,44.0,55.0,540269,143916,36502.0,14.0,144268.0,52693.0,681,2650.0,3621.0,8.6,No,19,77.0,420922
Connecticut,New London,3277.0,14,3.5,4.3,7.0,14,31,7.8,25,84.0,45.0,946.0,10.0,12556.0,171.0,207.0,1125.0,3694.0,48.0,53.0,174550,44768,12679.0,11.0,144647.0,13395.0,260,432.0,1173.0,6.0,Yes,15,79.0,135907
Connecticut,Tolland,1364.0,13,3.2,4.1,7.0,14,27,8.3,21,59.0,23.0,362.0,2.0,5013.0,80.0,75.0,412.0,3497.0,47.0,58.0,91460,24815,5236.0,6.0,162400.0,4653.0,105,,505.0,7.4,Yes,13,79.0,76325
Connecticut,Windham,1587.0,16,3.8,4.5,8.0,17,31,8.1,24,66.0,20.0,335.0,11.0,6018.0,54.0,57.0,438.0,3531.0,46.0,55.0,72977,16900,4849.0,13.0,125365.0,6702.0,104,,524.0,7.0,Yes,14,82.0,55570
Delaware,Kent,2586.0,20,4.3,4.8,9.0,19,41,7.8,31,51.0,33.0,1416.0,18.0,13058.0,84.0,73.0,372.0,5370.0,49.0,54.0,105686,27411,6872.0,16.0,110155.0,14061.0,160,777.0,692.0,6.7,Yes,16,81.0,80399
Delaware,New Castle,7241.0,17,3.7,4.3,9.0,15,33,8.2,27,94.0,66.0,3400.0,14.0,30759.0,514.0,323.0,2050.0,4546.0,51.0,56.0,356101,97231,23039.0,14.0,143777.0,33769.0,600,3067.0,2464.0,8.6,No,14,77.0,272148
Delaware,Sussex,3644.0,19,4.0,4.6,8.0,18,35,8.0,27,64.0,50.0,1048.0,29.0,17093.0,138.0,55.0,495.0,4009.0,52.0,56.0,154240,25046,7990.0,17.0,123389.0,11584.0,236,870.0,1055.0,7.5,Yes,14,82.0,99380
District of Columbia,District of Columbia,8978.0,15,3.3,3.9,10.0,14,28,8.7,20,100.0,43.0,9327.0,22.0,23635.0,873.0,863.0,3973.0,4509.0,34.0,41.0,461175,221287,32895.0,22.0,198673.0,58448.0,1992,8218.0,3317.0,9.5,No,21,32.0,379090
Florida,Alachua,2999.0,19,4.4,4.9,10.0,16,32,7.5,25,87.0,80.0,2672.0,11.0,26882.0,429.0,508.0,1815.0,4233.0,48.0,49.0,152507,55146,7235.0,15.0,108853.0,15112.0,250,1455.0,925.0,6.2,Yes,20,74.0,124639
Florida,Baker,485.0,23,4.8,5.5,10.0,24,33,6.8,33,66.0,11.0,146.0,42.0,2484.0,8.0,12.0,34.0,6232.0,40.0,39.0,16438,3697,580.0,17.0,118242.0,1456.0,19,128.0,124.0,7.9,No,10,82.0,10723
Florida,Bay,3172.0,20,4.5,5.2,8.0,22,32,6.9,31,62.0,27.0,744.0,32.0,20640.0,107.0,95.0,479.0,3708.0,35.0,40.0,116274,30559,5017.0,20.0,103713.0,10791.0,141,901.0,850.0,8.1,No,16,81.0,84080
Florida,Bradford,510.0,26,5.4,5.7,11.0,27,38,7.6,36,53.0,12.0,160.0,41.0,2568.0,7.0,7.0,32.0,6952.0,45.0,35.0,15997,2693,641.0,22.0,85335.0,1847.0,29,120.0,155.0,7.7,No,17,79.0,9911
Florida,Brevard,10051.0,19,4.3,4.9,8.0,18,29,7.3,27,85.0,91.0,2098.0,16.0,62753.0,441.0,370.0,1045.0,3827.0,42.0,40.0,408277,90214,18724.0,14.0,116486.0,26468.0,443,2807.0,3506.0,5.4,No,15,81.0,257455
Florida,Broward,21267.0,22,4.2,4.5,10.0,15,31,8.7,28,97.0,156.0,12167.0,13.0,282874.0,1444.0,1528.0,4070.0,4571.0,37.0,38.0,1232527,354278,90289.0,14.0,124258.0,130901.0,1093,7570.0,7261.0,9.2,Yes,24,78.0,954804
Florida,Calhoun,283.0,25,5.2,5.6,9.0,25,36,5.9,34,15.0,4.0,66.0,37.0,1559.0,5.0,8.0,5.0,5017.0,33.0,25.0,8199,1272,246.0,29.0,83233.0,726.0,11,25.0,56.0,8.0,No,13,78.0,4620
Florida,Charlotte,3214.0,20,4.4,5.1,9.0,19,29,6.8,25,80.0,39.0,300.0,19.0,19097.0,113.0,97.0,220.0,3770.0,55.0,53.0,139967,15848,5214.0,16.0,99535.0,5989.0,107,343.0,698.0,7.5,Yes,15,79.0,63285
Florida,Citrus,3539.0,22,4.9,5.5,8.0,23,32,6.3,29,75.0,33.0,385.0,26.0,15868.0,75.0,49.0,121.0,3635.0,47.0,45.0,105801,11249,3918.0,23.0,86912.0,6603.0,116,412.0,1022.0,7.9,No,13,81.0,46462
Florida,Clay,2968.0,19,4.3,5.0,8.0,20,33,7.9,28,82.0,31.0,1004.0,16.0,23029.0,112.0,115.0,247.0,3544.0,40.0,40.0,136327,36647,5654.0,13.0,123765.0,10066.0,155,545.0,951.0,8.5,No,13,79.0,100071
Florida,Collier,3577.0,19,4.1,4.5,7.0,16,26,8.2,25,92.0,46.0,1124.0,19.0,54372.0,309.0,265.0,421.0,2960.0,54.0,56.0,255503,38900,12210.0,15.0,149515.0,16778.0,278,931.0,1555.0,8.2,Yes,20,74.0,155758
Florida,Columbia,1375.0,23,5.0,5.5,11.0,26,36,7.6,33,64.0,31.0,453.0,36.0,7488.0,31.0,42.0,183.0,5811.0,45.0,41.0,41728,8595,1726.0,23.0,93539.0,3818.0,55,390.0,353.0,7.9,Yes,14,81.0,25971
Florida,DeSoto,615.0,31,5.7,5.4,8.0,23,37,7.0,38,50.0,25.0,92.0,40.0,6914.0,9.0,7.0,58.0,5039.0,48.0,43.0,20105,2336,741.0,28.0,69774.0,2090.0,31,155.0,173.0,7.2,No,17,69.0,13151
Florida,Dixie,398.0,27,5.5,5.9,10.0,28,36,7.2,35,25.0,6.0,107.0,43.0,1918.0,3.0,1.0,3.0,4334.0,35.0,34.0,10003,1134,321.0,31.0,82833.0,764.0,12,76.0,102.0,7.3,No,12,76.0,5161
Florida,Duval,15064.0,21,4.4,5.0,10.0,19,34,7.4,30,90.0,215.0,7895.0,26.0,114072.0,806.0,789.0,2201.0,4871.0,43.0,44.0,585720,182200,32633.0,21.0,110078.0,72313.0,834,5961.0,5320.0,8.7,No,17,79.0,465353
Florida,Escambia,5682.0,21,4.5,5.2,11.0,20,31,7.1,28,72.0,62.0,2355.0,28.0,34595.0,237.0,224.0,695.0,4070.0,39.0,39.0,193591,54938,9671.0,20.0,102886.0,21363.0,287,2060.0,1505.0,7.6,Yes,12,74.0,142278
Florida,Flagler,1826.0,19,4.5,5.1,8.0,21,33,6.7,26,80.0,29.0,317.0,15.0,12438.0,59.0,41.0,85.0,4103.0,51.0,46.0,79470,12864,3553.0,16.0,111922.0,4987.0,67,254.0,516.0,7.3,Yes,15,80.0,44454
Florida,Franklin,232.0,24,5.2,5.5,9.0,25,32,7.7,33,57.0,3.0,29.0,57.0,1324.0,3.0,3.0,10.0,5128.0,36.0,33.0,7543,1012,252.0,31.0,98212.0,463.0,17,32.0,60.0,7.5,Yes,14,81.0,4132
Florida,Gadsden,876.0,27,5.3,5.5,13.0,22,39,7.9,35,49.0,25.0,515.0,36.0,5549.0,10.0,10.0,63.0,4873.0,41.0,33.0,26179,5397,1245.0,35.0,77751.0,4715.0,45,151.0,185.0,8.6,Yes,13,84.0,17196
Florida,Gilchrist,315.0,25,5.3,5.8,8.0,25,34,7.9,32,30.0,15.0,69.0,31.0,2347.0,7.0,5.0,22.0,4853.0,40.0,37.0,10884,1596,345.0,23.0,91314.0,993.0,10,55.0,95.0,7.5,No,11,78.0,7096
Florida,Glades,236.0,28,5.5,5.4,9.0,24,37,5.8,37,10.0,13.0,54.0,17.0,2241.0,,4.0,,4485.0,41.0,41.0,7617,1082,289.0,24.0,85827.0,437.0,6,32.0,70.0,7.2,Yes,16,72.0,3555
Florida,Gulf,309.0,22,4.7,5.4,7.0,23,28,7.9,31,48.0,0.0,52.0,32.0,1314.0,7.0,6.0,19.0,4392.0,38.0,44.0,10169,1960,298.0,25.0,103221.0,550.0,18,63.0,76.0,7.6,No,16,72.0,5471
Florida,Hamilton,269.0,31,5.8,5.8,11.0,28,38,6.2,38,40.0,11.0,119.0,46.0,1369.0,1.0,3.0,2.0,5221.0,42.0,39.0,7972,1075,319.0,35.0,72052.0,556.0,9,48.0,74.0,7.8,No,19,71.0,3839
Florida,Hardee,358.0,32,5.8,5.4,8.0,23,38,6.6,41,56.0,13.0,129.0,44.0,4077.0,3.0,11.0,6.0,4555.0,37.0,38.0,13245,1799,551.0,28.0,79591.0,2018.0,25,75.0,130.0,7.3,No,14,80.0,9432
Florida,Hendry,567.0,34,5.8,5.3,8.0,22,42,7.1,42,51.0,14.0,203.0,37.0,9450.0,11.0,18.0,15.0,3898.0,36.0,33.0,18403,4651,1257.0,31.0,85409.0,4003.0,33,215.0,194.0,7.6,Yes,22,61.0,18344
Florida,Hernando,3556.0,22,4.7,5.2,9.0,21,33,6.9,31,76.0,32.0,587.0,19.0,21668.0,106.0,72.0,174.0,4768.0,42.0,43.0,126303,23601,5769.0,20.0,94920.0,7522.0,117,459.0,1136.0,8.0,No,13,79.0,71476
Florida,Highlands,2006.0,26,5.0,5.2,9.0,21,32,6.1,32,72.0,32.0,379.0,30.0,13536.0,61.0,44.0,80.0,4527.0,42.0,41.0,68583,8600,2674.0,27.0,80323.0,4970.0,113,301.0,596.0,7.3,No,14,79.0,33657
Florida,Hillsborough,16654.0,21,4.3,4.6,9.0,16,30,7.8,27,92.0,269.0,9078.0,20.0,184263.0,1223.0,884.0,2911.0,4654.0,39.0,43.0,887397,277517,53788.0,14.0,122819.0,95521.0,1027,4195.0,5399.0,8.2,Yes,18,77.0,707085
Florida,Holmes,499.0,27,5.6,6.0,8.0,27,41,5.5,36,19.0,7.0,72.0,45.0,2563.0,7.0,8.0,16.0,3841.0,34.0,39.0,11347,1872,378.0,31.0,75520.0,1197.0,21,61.0,101.0,8.2,No,14,85.0,7019
Florida,Indian River,2328.0,19,4.4,4.9,8.0,18,29,7.2,27,73.0,27.0,451.0,21.0,19417.0,96.0,114.0,247.0,3234.0,48.0,52.0,109362,15760,4751.0,16.0,115559.0,6194.0,151,376.0,765.0,7.1,Yes,14,80.0,59079
Florida,Jackson,1044.0,26,5.3,5.6,9.0,26,39,7.3,38,29.0,12.0,283.0,34.0,4557.0,19.0,13.0,67.0,5902.0,42.0,35.0,28693,5324,933.0,30.0,79019.0,2288.0,51,166.0,243.0,8.4,No,13,88.0,16333
Florida,Jefferson,260.0,24,5.0,5.4,11.0,23,33,7.8,32,43.0,4.0,81.0,21.0,1417.0,5.0,5.0,8.0,4934.0,36.0,31.0,9080,1504,298.0,26.0,101496.0,812.0,13,123.0,74.0,8.2,No,12,82.0,5328
Florida,Lafayette,148.0,27,5.4,5.6,8.0,26,37,8.3,36,41.0,2.0,25.0,19.0,1115.0,1.0,,1.0,5349.0,42.0,32.0,4440,828,117.0,28.0,86212.0,133.0,15,18.0,37.0,7.5,No,17,90.0,2663
Florida,Lake,5561.0,21,4.5,5.0,9.0,19,32,7.4,29,86.0,81.0,1259.0,22.0,41405.0,237.0,182.0,382.0,3584.0,52.0,52.0,237685,46592,13645.0,14.0,105613.0,15734.0,275,952.0,2127.0,8.1,Yes,14,79.0,145321
Florida,Lee,9790.0,21,4.4,4.8,8.0,17,30,7.4,27,88.0,124.0,3136.0,21.0,96245.0,501.0,398.0,990.0,3501.0,52.0,53.0,509868,87613,25256.0,15.0,113507.0,34675.0,455,2432.0,3707.0,7.4,No,17,78.0,316659
Florida,Leon,3146.0,18,4.4,5.0,10.0,17,31,7.4,25,83.0,50.0,3379.0,11.0,28530.0,254.0,149.0,726.0,4273.0,41.0,42.0,163114,57288,8743.0,22.0,113728.0,18873.0,394,2123.0,847.0,7.3,No,20,79.0,145152
Florida,Levy,872.0,26,5.3,5.8,10.0,25,37,7.2,34,50.0,34.0,243.0,28.0,5879.0,7.0,10.0,17.0,4964.0,43.0,38.0,25983,3891,1001.0,27.0,75056.0,1910.0,30,420.0,254.0,7.8,Yes,14,81.0,15089
Florida,Liberty,137.0,28,5.4,5.6,8.0,26,35,6.9,34,21.0,4.0,28.0,40.0,738.0,,2.0,26.0,5024.0,40.0,24.0,4781,697,125.0,25.0,84086.0,400.0,6,5.0,35.0,7.8,No,11,80.0,2497
Florida,Madison,382.0,28,5.5,5.7,13.0,24,37,6.4,36,46.0,7.0,95.0,27.0,2095.0,2.0,5.0,11.0,5918.0,42.0,37.0,10976,2072,459.0,30.0,76769.0,1490.0,22,162.0,82.0,8.0,No,18,85.0,6086
Florida,Manatee,5528.0,20,4.3,4.9,8.0,17,30,8.0,26,86.0,74.0,1722.0,25.0,48162.0,238.0,233.0,474.0,3436.0,46.0,49.0,264641,47784,11925.0,16.0,119495.0,18647.0,275,1874.0,1977.0,7.9,Yes,16,77.0,162696
Florida,Marion,7142.0,23,4.8,5.2,9.0,21,34,7.0,30,68.0,127.0,1761.0,30.0,42094.0,219.0,161.0,388.0,3945.0,48.0,45.0,236527,36965,9760.0,22.0,90086.0,22484.0,264,1296.0,2854.0,8.1,No,14,80.0,130351
Florida,Martin,2018.0,18,4.1,4.7,7.0,17,24,7.7,26,96.0,34.0,351.0,16.0,17411.0,105.0,123.0,355.0,4070.0,49.0,51.0,113727,18214,4384.0,17.0,132005.0,6271.0,157,375.0,758.0,7.6,Yes,16,78.0,65995
Florida,Miami-Dade,25969.0,26,4.5,4.4,8.0,14,30,8.7,34,97.0,154.0,14680.0,14.0,428190.0,2243.0,1929.0,5124.0,5721.0,29.0,29.0,1576177,474910,103681.0,20.0,114239.0,173045.0,1343,16263.0,7235.0,8.7,No,30,76.0,1302098
Florida,Monroe,1182.0,19,4.0,4.5,6.0,17,30,7.9,27,78.0,17.0,206.0,14.0,12047.0,52.0,49.0,190.0,3138.0,37.0,41.0,54184,11420,3532.0,15.0,141745.0,2672.0,98,337.0,429.0,8.3,No,24,68.0,40129
Florida,Nassau,1433.0,17,4.1,5.0,8.0,19,30,7.4,26,68.0,27.0,244.0,21.0,8114.0,42.0,30.0,115.0,3243.0,48.0,51.0,57906,11781,2347.0,12.0,132940.0,3836.0,90,130.0,440.0,8.2,No,12,85.0,37823
Florida,Okaloosa,2852.0,18,4.2,4.9,8.0,18,28,7.3,26,74.0,30.0,1197.0,24.0,24981.0,157.0,174.0,369.0,4384.0,41.0,37.0,131979,40212,5281.0,14.0,121089.0,10188.0,183,790.0,897.0,8.4,No,14,80.0,101044
Florida,Okeechobee,792.0,29,5.4,5.4,7.0,24,37,5.3,40,70.0,26.0,169.0,45.0,6699.0,18.0,18.0,26.0,7544.0,39.0,38.0,23514,4374,921.0,25.0,95200.0,2117.0,27,154.0,219.0,7.3,Yes,14,81.0,15417
Florida,Orange,13516.0,22,4.3,4.6,9.0,15,34,8.0,30,91.0,203.0,10365.0,16.0,183226.0,1281.0,718.0,3644.0,4747.0,34.0,43.0,821198,295995,78496.0,17.0,121471.0,82977.0,979,8345.0,4425.0,6.8,Yes,21,77.0,686202
Florida,Osceola,4070.0,25,4.6,4.6,8.0,16,36,7.2,32,79.0,68.0,2028.0,20.0,51986.0,163.0,115.0,626.0,5804.0,37.0,39.0,207380,65058,25155.0,18.0,101444.0,23254.0,164,1374.0,1186.0,8.1,Yes,21,78.0,169495
Florida,Palm Beach,16270.0,20,4.1,4.6,9.0,15,27,8.4,24,94.0,133.0,6304.0,15.0,199201.0,1187.0,1134.0,3596.0,3579.0,49.0,52.0,965949,223326,54434.0,16.0,135605.0,73638.0,960,6420.0,6838.0,6.2,Yes,22,76.0,671186
Florida,Pasco,9365.0,21,4.5,5.0,8.0,21,28,7.2,28,83.0,87.0,1716.0,18.0,66501.0,305.0,195.0,512.0,4256.0,42.0,46.0,352776,78002,17142.0,16.0,106361.0,26430.0,299,1502.0,3013.0,8.3,No,14,78.0,221330
Florida,Pinellas,16105.0,19,4.2,4.9,8.0,19,30,7.9,23,97.0,138.0,4576.0,17.0,110535.0,852.0,723.0,2210.0,4237.0,43.0,47.0,687314,153922,34064.0,16.0,114528.0,48950.0,728,4412.0,5365.0,7.5,No,18,77.0,453293
Florida,Polk,10775.0,24,4.8,5.1,9.0,18,37,7.0,33,74.0,159.0,3877.0,25.0,95885.0,336.0,262.0,779.0,5364.0,47.0,45.0,418991,95329,28647.0,22.0,98685.0,43066.0,526,2204.0,2916.0,7.2,Yes,17,82.0,291976
Florida,Putnam,1728.0,27,5.6,5.9,11.0,27,37,6.9,36,41.0,61.0,395.0,40.0,9959.0,30.0,22.0,48.0,6951.0,47.0,40.0,43620,5969,2092.0,33.0,74625.0,5214.0,72,388.0,520.0,7.7,Yes,17,81.0,26140
Florida,St. Johns,2647.0,15,3.7,4.6,7.0,16,27,8.5,22,91.0,37.0,673.0,8.0,22830.0,265.0,140.0,349.0,3202.0,53.0,52.0,172149,43456,7071.0,9.0,164636.0,8569.0,159,509.0,915.0,8.3,No,12,77.0,115303
Florida,St. Lucie,4679.0,22,4.6,5.0,9.0,18,32,7.1,29,76.0,62.0,1381.0,18.0,44138.0,115.0,136.0,587.0,5188.0,46.0,45.0,204257,41334,11303.0,21.0,104468.0,17042.0,165,888.0,1307.0,7.5,Yes,18,80.0,135435
Florida,Santa Rosa,2563.0,18,4.2,5.0,8.0,19,31,7.6,26,77.0,13.0,551.0,19.0,17956.0,102.0,54.0,146.0,4282.0,42.0,39.0,115322,31845,4299.0,12.0,123830.0,7691.0,128,244.0,693.0,8.8,No,12,80.0,77401
Florida,Sarasota,5998.0,16,4.0,4.7,7.0,17,27,7.9,23,89.0,87.0,1128.0,15.0,43250.0,329.0,324.0,834.0,2948.0,52.0,54.0,319462,44576,12589.0,14.0,127276.0,15474.0,375,965.0,2095.0,6.7,No,16,80.0,171211
Florida,Seminole,4837.0,17,3.9,4.5,8.0,14,29,8.3,23,90.0,38.0,1994.0,11.0,45093.0,368.0,295.0,840.0,4674.0,35.0,47.0,312076,104731,17167.0,10.0,131941.0,20957.0,322,1603.0,1660.0,6.5,Yes,17,79.0,237029
Florida,Sumter,2107.0,17,4.0,4.6,10.0,17,30,8.0,24,82.0,16.0,202.0,38.0,5957.0,53.0,42.0,63.0,3959.0,53.0,50.0,107640,6060,2534.0,35.0,104246.0,2794.0,63,250.0,828.0,8.0,Yes,11,73.0,25378
Florida,Suwannee,820.0,24,5.0,5.4,9.0,23,36,7.6,32,47.0,23.0,235.0,35.0,5457.0,5.0,8.0,30.0,6005.0,41.0,35.0,26215,4147,1000.0,28.0,85694.0,3233.0,37,228.0,225.0,7.8,No,17,78.0,16811
Florida,Taylor,475.0,28,5.4,5.7,10.0,28,37,6.2,35,62.0,13.0,93.0,41.0,2149.0,7.0,6.0,7.0,4398.0,36.0,34.0,12951,1889,510.0,26.0,83537.0,1482.0,29,209.0,129.0,7.7,Yes,11,85.0,6045
Florida,Union,558.0,26,5.3,5.5,10.0,27,38,6.0,32,7.0,5.0,70.0,35.0,1046.0,4.0,5.0,12.0,4060.0,46.0,39.0,8650,1537,216.0,20.0,97386.0,691.0,6,42.0,82.0,7.7,No,16,82.0,3890
Florida,Volusia,10093.0,21,4.5,5.1,9.0,21,29,7.2,28,83.0,136.0,2046.0,20.0,66872.0,371.0,272.0,867.0,4057.0,47.0,45.0,368220,75713,18975.0,14.0,101323.0,27753.0,418,2201.0,3080.0,7.2,Yes,17,80.0,230896
Florida,Wakulla,518.0,20,4.6,5.3,8.0,21,35,8.3,28,76.0,20.0,165.0,24.0,3131.0,11.0,4.0,24.0,4543.0,36.0,37.0,21001,4524,669.0,16.0,113490.0,1039.0,30,69.0,148.0,8.0,Yes,10,85.0,14404
Florida,Walton,1124.0,20,4.4,5.2,8.0,21,32,7.3,26,65.0,33.0,202.0,29.0,9397.0,36.0,37.0,62.0,4036.0,37.0,40.0,46664,10204,1887.0,18.0,119114.0,3724.0,82,230.0,287.0,8.3,No,17,75.0,31312
Florida,Washington,570.0,28,5.6,5.9,9.0,26,37,5.4,35,51.0,5.0,112.0,38.0,3248.0,5.0,9.0,6.0,4984.0,32.0,32.0,14980,2732,549.0,29.0,76496.0,1892.0,25,47.0,133.0,8.2,No,12,88.0,8778
Georgia,Appling,379.0,28,5.5,5.9,10.0,25,37,5.6,38,27.0,7.0,78.0,49.0,3001.0,6.0,2.0,15.0,4999.0,32.0,32.0,9530,2140,431.0,30.0,84231.0,1558.0,22,70.0,88.0,8.2,No,11,83.0,7397
Georgia,Atkinson,154.0,32,5.9,5.9,8.0,26,38,6.1,42,,1.0,50.0,57.0,1615.0,,1.0,,5385.0,35.0,37.0,3574,756,172.0,34.0,79039.0,758.0,5,,40.0,8.1,No,12,81.0,3386
Georgia,Bacon,241.0,27,5.6,6.0,10.0,25,38,7.5,38,55.0,5.0,51.0,38.0,1743.0,7.0,3.0,1.0,10029.0,34.0,31.0,6041,1054,227.0,29.0,85877.0,987.0,10,,46.0,8.0,No,13,84.0,4092
Georgia,Baker,,25,5.0,5.5,11.0,23,38,4.7,36,,4.0,,19.0,411.0,,0.0,1.0,,50.0,29.0,1907,213,69.0,40.0,92563.0,167.0,0,,16.0,8.4,No,14,90.0,1003
Georgia,Baldwin,794.0,24,4.9,5.5,11.0,23,40,6.7,33,50.0,8.0,328.0,14.0,5396.0,20.0,16.0,73.0,4101.0,45.0,42.0,24329,6332,1219.0,31.0,91721.0,3516.0,34,316.0,162.0,9.2,Yes,21,86.0,17745
Georgia,Banks,302.0,24,5.1,5.8,8.0,24,34,8.1,35,38.0,1.0,29.0,24.0,3350.0,4.0,1.0,,5438.0,40.0,46.0,9872,2421,419.0,17.0,92943.0,843.0,15,36.0,81.0,8.6,Yes,11,80.0,7988
Georgia,Barrow,1162.0,21,4.5,5.2,8.0,21,33,7.5,34,59.0,14.0,258.0,20.0,12872.0,20.0,15.0,23.0,4750.0,39.0,49.0,46400,13533,2055.0,13.0,109201.0,4985.0,54,370.0,302.0,9.4,Yes,13,82.0,38779
Georgia,Bartow,1776.0,22,4.7,5.4,8.0,21,32,7.1,32,52.0,17.0,491.0,28.0,16360.0,43.0,37.0,134.0,5031.0,40.0,50.0,61357,15478,3107.0,15.0,110103.0,5652.0,78,477.0,446.0,9.7,No,14,81.0,48547
Georgia,Ben Hill,433.0,27,5.4,5.9,14.0,24,39,5.9,39,51.0,4.0,131.0,51.0,2279.0,9.0,8.0,6.0,5257.0,42.0,37.0,9483,1727,377.0,33.0,64659.0,1874.0,12,63.0,81.0,8.2,No,13,89.0,6624
Georgia,Berrien,407.0,26,5.4,6.0,12.0,26,37,6.3,38,34.0,3.0,89.0,42.0,3313.0,4.0,2.0,4.0,4767.0,39.0,41.0,10553,2135,428.0,27.0,80559.0,1113.0,11,43.0,84.0,8.3,No,14,86.0,7579
Georgia,Bibb,3059.0,24,4.9,5.5,14.0,23,39,6.5,35,59.0,28.0,1818.0,36.0,17632.0,219.0,92.0,308.0,4921.0,49.0,42.0,86461,23246,5050.0,37.0,94075.0,18074.0,199,767.0,662.0,8.5,No,20,82.0,61520
Georgia,Bleckley,226.0,22,4.9,5.6,9.0,22,38,6.2,33,73.0,3.0,106.0,18.0,1343.0,5.0,2.0,1.0,2619.0,41.0,44.0,7380,1671,292.0,28.0,87571.0,905.0,15,44.0,49.0,8.5,No,12,87.0,4697
Georgia,Brantley,415.0,26,5.6,6.2,10.0,27,38,7.4,38,19.0,4.0,72.0,44.0,2899.0,3.0,1.0,,4908.0,36.0,38.0,10440,1732,377.0,27.0,82580.0,1148.0,16,37.0,97.0,7.7,No,13,89.0,6561
Georgia,Brooks,320.0,25,5.2,5.7,11.0,23,37,7.5,36,14.0,5.0,74.0,36.0,2317.0,3.0,1.0,5.0,5126.0,44.0,38.0,9263,2122,354.0,33.0,79528.0,1338.0,14,78.0,61.0,8.4,No,20,79.0,6182
Georgia,Bryan,531.0,17,4.0,4.9,8.0,17,34,7.6,27,57.0,9.0,138.0,19.0,4479.0,26.0,13.0,43.0,3155.0,42.0,40.0,22418,8197,986.0,10.0,137343.0,2618.0,30,91.0,145.0,8.4,No,15,86.0,18147
Georgia,Bulloch,961.0,23,5.0,5.6,10.0,21,38,7.0,33,52.0,22.0,692.0,14.0,10565.0,43.0,31.0,82.0,5716.0,46.0,49.0,38610,12633,2419.0,23.0,96706.0,4427.0,51,133.0,220.0,8.4,No,21,80.0,34368
Georgia,Burke,465.0,26,5.2,5.8,12.0,24,38,7.3,36,37.0,18.0,151.0,34.0,2775.0,7.0,3.0,12.0,4805.0,42.0,33.0,11825,2358,647.0,32.0,99907.0,2178.0,18,140.0,120.0,9.0,No,14,84.0,9373
Georgia,Butts,514.0,25,5.2,5.7,10.0,25,37,7.1,36,42.0,6.0,124.0,34.0,2762.0,6.0,4.0,18.0,3443.0,43.0,44.0,13853,2340,664.0,37.0,102720.0,2017.0,22,72.0,136.0,9.2,No,14,86.0,9133
