State,County,State_County,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation_Black_white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Illinois,Henry,Illinois_Henry,78.1,689,21,21,12,9,18,4980,4626,23,37,34,2278,58,88.27858293,9.393120393,2.8,2.9,0.12,12632,0.7,63859,41,63,22,8,7.185520362,34,16,9,57,15761,1323,79,48411,50.3,25382
Illinois,Iroquois,Illinois_Iroquois,75.9,507,11,115.0238291,13,10,13,3100,3186,22,55,35,1573,90,88.27858293,9.393120393,3.4,3.1,0.09,12523,0.64,53633,48,68,26,4,7.185520362,21,15,4,65,9041,1328,81,26711,51.1,21320
Illinois,Jackson,Illinois_Jackson,77.3,769,32,32,14,12,48,8620,9114,35,68,37,3303,231,88.27858293,7,2.5,2.5,0.14,12704,0.85,45608,66,45,33,14,3,39,33,20,210,12202,4223,82,56675,50.5,22381
Illinois,Jasper,Illinois_Jasper,81.2,100,71.92515924,115.0238291,13,9,376.6380917,1230,400,125.2815804,10,35,451,85,88.27858293,9.393120393,3.5,3.3,0.03,11705,0.67,57969,40,49.10587103,18,2,7.185520362,94.68310727,87.70101277,20,0,3156,284,82,9465,49.9,6775
Illinois,Jefferson,Illinois_Jefferson,75.3,656,26,28,14,10,41,5030,3761,29,43,36,1760,150,88.27858293,5,2.9,2.6,0.16,12015,0.68,58114,59,63,26,8,5,29,13,12,113,10623,1343,82,37235,48.6,22819
Illinois,Jersey,Illinois_Jersey,76.1,357,71.92515924,115.0238291,12,9,8,2120,908,20,25,34,866,74,88.27858293,9.393120393,3.2,3.5,0.03,11771,0.71,69341,43,49.10587103,19,5,7.185520362,22,15,24.62576375,104,6695,648,79,21616,51.3,13922
Illinois,Jo Daviess,Illinois_Jo Daviess,80.5,279,71.92515924,115.0238291,12,9,6,2070,860,125.2815804,26,33,1032,24,88.27858293,9.393120393,3.1,3.4,0.11,16993,0.75,56446,34,49.10587103,25,5,7.185520362,17,87.70101277,24.62576375,69,7718,967,83,21239,49.9,16462
Illinois,Johnson,Illinois_Johnson,77,209,71.92515924,115.0238291,13,10,25,1340,330,125.2815804,15,36,529,49,88.27858293,9.393120393,3.1,2.9,0.05,12229,0.64,51607,50,49.10587103,29,3,7.185520362,94.68310727,87.70101277,10,7,3478,402,74,12358,45.4,12582
Illinois,Kane,Illinois_Kane,81,4781,187,216,11,11,390,37020,18047,246,225,32,40686,78,88.27858293,5,2.7,2.8,0.25,14863,0.77,83784,42,51,25,101,3,239,154,5,259,135623,22587,89,531010,50.2,18335
Illinois,Kankakee,Illinois_Kankakee,76.6,1681,50,70,13,11,155,12270,6884,100,115,37,5608,104,88.27858293,10,2.7,2.7,0.19,15340,0.73,57413,55,59,27,21,8,64,60,19,277,27022,5359,81,108594,50.6,27746
Illinois,Kendall,Illinois_Kendall,81.2,892,39,55,10,9,40,5330,7040,52,65,33,6098,38,88.27858293,7,3.3,3,0.05,13860,0.78,97263,26,38,24,24,3,66,38,9,177,34563,4437,92,130638,50.4,11955
Illinois,Knox,Illinois_Knox,76.3,862,15,21,14,11,72,6840,4610,24,48,37,2275,108,88.27858293,6,2.9,2.7,0.1,14453,0.79,52881,56,50,28,8,7.185520362,36,18,18,154,13584,2283,75,49053,49.4,12870
Illinois,Lake,Illinois_Lake,81,6217,229,228,10,9,824,49020,41871,304,357,32,40847,84,88.27858293,5,3.1,3.1,0.24,19922,0.77,100325,32,63,18,160,3,346,196,8,268,182892,31603,91,693593,50,8915
Illinois,LaSalle,Illinois_LaSalle,76.5,1692,49,64,13,10,76,12700,8569,102,119,36,4854,71,88.27858293,6,2.9,2.8,0.07,16002,0.67,62714,46,54,23,20,2,95,35,12,142,32605,4597,85,107571,49.5,34422
Illinois,Lawrence,Illinois_Lawrence,75.1,274,71.92515924,115.0238291,14,11,8,2200,1328,125.2815804,26,37,689,45,88.27858293,9.393120393,3.1,2.8,0.04,11324,0.65,47408,55,80,24,3,7.185520362,15,87.70101277,6,56,4406,344,80,15467,44.1,9766
Illinois,Lee,Illinois_Lee,78.3,527,71.92515924,115.0238291,12,10,22,3830,2106,20,34,35,1337,98,88.27858293,9.393120393,2.6,2.5,0.04,15852,0.71,64310,46,55,22,9,7.185520362,35,18,8,151,9485,1254,80,33647,46.9,19173
Illinois,Livingston,Illinois_Livingston,76.1,589,13,115.0238291,14,10,71,4380,2530,33,43,36,1508,99,88.27858293,6,2.9,2.9,0.05,15171,0.72,66274,42,50,21,3,7.185520362,30,14,24.62576375,79,10333,1485,81,35414,49.5,15893
Illinois,Logan,Illinois_Logan,76.8,429,12,115.0238291,12,9,53,2970,2189,15,24,35,918,63,88.27858293,9.393120393,3.1,3.1,0.07,15042,0.78,65255,47,71,21,5,7.185520362,19,11,6,110,7815,890,80,28383,49,12081
Illinois,McDonough,Illinois_McDonough,77.8,381,12,115.0238291,13,10,22,4020,3204,125.2815804,22,36,1391,75,88.27858293,9.393120393,2.6,2.4,0.08,14119,0.78,52155,50,52,25,6,7.185520362,21,10,14,111,7323,2034,75,29295,51,9622
Illinois,McHenry,Illinois_McHenry,80.3,2973,95,96,10,9,135,20670,19795,168,194,34,15981,59,88.27858293,5,3.1,3.2,0.08,17177,0.74,89730,27,58,23,65,1,165,74,5,177,90779,11428,94,305888,50.2,30501
Illinois,McLean,Illinois_McLean,79.4,1678,63,85,11,9,188,16340,14890,83,82,33,6647,94,88.27858293,3,3.1,3.1,0.13,13835,0.75,71919,36,44,24,33,3,107,66,14,336,43005,6913,85,171256,51.5,27974
Illinois,Macon,Illinois_Macon,76.3,1780,68,82,13,11,157,13510,9390,79,100,36,4153,150,88.27858293,10,2.6,2.4,0.24,11774,0.74,57601,55,55,26,21,8,71,67,16,259,30265,4946,81,103015,52.1,16905
Illinois,Macoupin,Illinois_Macoupin,76.7,722,23,23,13,9,29,5310,2010,32,55,33,2046,56,88.27858293,12,3,2.9,0.05,12261,0.77,53312,50,72,26,8,7.185520362,41,24,4,71,13986,1641,80,44567,50.8,27949
Illinois,Madison,Illinois_Madison,76.3,4138,113,137,12,10,213,28500,34650,316,227,36,12372,91,88.27858293,5,3.1,2.9,0.17,18370,0.74,63903,43,54,27,54,4,227,151,12,195,78424,11423,86,262635,51.3,35924
Illinois,Marion,Illinois_Marion,73.6,758,26,26,14,10,18,5200,4026,35,43,37,1805,97,88.27858293,12,2.9,2.6,0.12,11864,0.78,52019,64,67,27,10,4,44,23,19,132,12022,1414,82,37045,51,17769
Illinois,Marshall,Illinois_Marshall,77.2,188,71.92515924,115.0238291,12,9,5,1180,549,125.2815804,16,35,474,27,88.27858293,9.393120393,3.3,2.9,0.09,13911,0.63,54022,45,49.10587103,32,1,7.185520362,12,87.70101277,5,22,3967,340,81,11309,50.2,12640
Illinois,Mason,Illinois_Mason,75.1,261,71.92515924,115.0238291,14,10,7,1750,1942,125.2815804,18,36,611,61,88.27858293,9.393120393,2.8,2.9,0.04,13481,0.78,53503,46,49.10587103,30,6,7.185520362,15,87.70101277,12,26,4587,507,81,13173,50.4,11364
Illinois,Massac,Illinois_Massac,74.8,274,10,115.0238291,14,11,376.6380917,2030,524,125.2815804,18,36,667,66,88.27858293,9.393120393,3.1,3.4,0.04,15442,0.6,49054,64,7,28,2,7.185520362,13,87.70101277,15,56,4330,514,73,13636,52,7793
Illinois,Menard,Illinois_Menard,79.9,160,71.92515924,115.0238291,11,9,14,1200,272,10,21,34,480,8,88.27858293,9.393120393,3.2,3,0.05,12658,0.87,69749,35,49.10587103,20,2,7.185520362,16,87.70101277,24.62576375,0,4098,346,84,12068,51.2,9617
Illinois,Mercer,Illinois_Mercer,78.1,231,11,115.0238291,12,9,8,1570,1234,125.2815804,12,34,655,33,88.27858293,9.393120393,2.9,2.8,0.05,13364,0.64,62857,35,49.10587103,22,4,7.185520362,19,11,24.62576375,10,5098,512,84,15225,50.1,12779
Illinois,Monroe,Illinois_Monroe,80.7,352,71.92515924,115.0238291,10,8,7,2140,1629,14,19,32,931,60,88.27858293,9.393120393,3.7,3.7,0.03,11115,0.83,90880,17,49.10587103,18,14,7.185520362,18,15,24.62576375,141,11526,735,87,34739,50.3,13631
Illinois,Montgomery,Illinois_Montgomery,76.1,460,15,115.0238291,14,10,33,3730,1950,28,31,36,1244,107,88.27858293,11,2.9,3,0.04,11920,0.81,59497,49,49.10587103,23,4,7.185520362,24,16,7,96,8875,815,78,28045,47.5,12530
Illinois,Morgan,Illinois_Morgan,76.7,546,16,115.0238291,13,10,24,4150,4749,15,27,35,1303,87,88.27858293,9.393120393,3.2,2.7,0.09,14864,0.76,54764,51,54,26,8,7.185520362,27,14,24.62576375,111,9422,1341,76,33400,49.3,12878
Illinois,Moultrie,Illinois_Moultrie,77.1,194,71.92515924,115.0238291,13,9,376.6380917,1260,91,125.2815804,15,35,831,14,88.27858293,9.393120393,3.1,3,0.04,11840,0.74,61022,48,49.10587103,25,3,7.185520362,10,87.70101277,8,67,4604,428,77,14347,51,10279
Illinois,Ogle,Illinois_Ogle,78.5,696,17,21,12,10,26,5050,2157,27,39,36,2459,38,88.27858293,13,3,3.1,0.13,14442,0.68,71470,35,66,23,9,7.185520362,29,16,4,85,15070,2103,83,50306,50.4,25197
Illinois,Peoria,Illinois_Peoria,76.8,2628,115,152,12,10,354,20920,24599,140,135,35,8968,240,88.27858293,8,2.8,2.7,0.29,12217,0.75,53506,54,60,32,45,9,136,119,25,328,47855,9308,82,177652,51.5,27313
Illinois,Perry,Illinois_Perry,77.3,304,71.92515924,115.0238291,14,11,29,2790,2063,125.2815804,22,37,870,82,88.27858293,9.393120393,3,2.8,0.04,11768,0.69,55132,50,56,26,5,7.185520362,16,87.70101277,24.62576375,92,6271,810,80,20664,44.9,9754
Illinois,Piatt,Illinois_Piatt,80,172,71.92515924,115.0238291,11,8,5,1270,267,125.2815804,16,33,626,98,88.27858293,9.393120393,3.3,3.1,0.05,14566,0.77,69521,31,49.10587103,21,3,7.185520362,94.68310727,87.70101277,8,44,5561,483,84,16355,50.3,11319
Illinois,Pike,Illinois_Pike,76.5,266,13,115.0238291,14,10,376.6380917,1870,1655,125.2815804,26,35,785,85,88.27858293,9.393120393,3,2.5,0.08,13636,0.86,48815,56,49.10587103,23,2,7.185520362,14,87.70101277,0,40,4968,513,75,15239,49.9,11880
Illinois,Pope,Illinois_Pope,79.1,71,71.92515924,115.0238291,14,10,376.6380917,620,479,125.2815804,97.09736158,36,227,48,88.27858293,9.393120393,2.7,2.8,0.086431034,12797,0.71,49071,58,49.10587103,30,1,7.185520362,94.68310727,87.70101277,24.62576375,0,1286,86,61,4142,48.6,4470
Illinois,Pulaski,Illinois_Pulaski,74,129,71.92515924,115.0238291,16,14,14,810,992,125.2815804,11,40,299,97.26086957,88.27858293,9.393120393,2.2,2.3,0.16,15005,0.71,40481,79,35,39,1,7.185520362,94.68310727,87.70101277,0,8,1529,199,53,5201,51.2,6161
Illinois,Putnam,Illinois_Putnam,80.8,86,71.92515924,115.0238291,11,9,0,540,3,125.2815804,97.09736158,34,231,17,88.27858293,9.393120393,2.9,3.1,0.02,15251,0.61,70070,35,49.10587103,20,1,7.185520362,94.68310727,87.70101277,0,3,1976,159,83,5716,49.4,6006
Illinois,Randolph,Illinois_Randolph,77,511,16,115.0238291,14,11,41,3490,1505,14,66,37,1239,86,88.27858293,9.393120393,3,3,0.13,13313,0.67,56867,50,79,28,10,7.185520362,21,10,6,78,8848,708,79,31351,44.8,14275
Illinois,Richland,Illinois_Richland,76.7,272,71.92515924,115.0238291,13,10,376.6380917,2070,441,125.2815804,22,35,797,64,88.27858293,9.393120393,2.9,3,0.01,11124,0.87,56900,50,49.10587103,25,4,7.185520362,14,10,38,88,4776,427,82,15507,50.9,7056
Illinois,Rock Island,Illinois_Rock Island,77.4,2105,67,82,12,10,244,15750,8831,61,83,36,7651,107,88.27858293,7,2.6,2.6,0.13,13551,0.78,58022,59,47,28,35,8,113,65,12,332,41169,6143,85,140907,50.8,16112
Illinois,St. Clair,Illinois_St. Clair,75.6,4143,191,210,13,11,717,27690,35090,242,242,38,13388,102,88.27858293,10,2.9,2.9,0.26,14098,0.78,61863,53,60,26,60,16,150,299,6,268,68919,13781,80,258046,51.8,26343
Illinois,Saline,Illinois_Saline,73.2,511,20,115.0238291,15,11,376.6380917,3880,1609,19,27,36,1207,142,88.27858293,9.393120393,2.9,2.4,0.07,12050,0.82,45793,58,72,33,7,7.185520362,25,17,16,51,7529,1200,73,23182,50.8,10878
Illinois,Sangamon,Illinois_Sangamon,77.7,2767,102,111,12,10,339,22010,11764,138,131,35,8942,209,88.27858293,8,2.9,2.9,0.19,11589,0.84,60541,42,56,27,42,6,155,108,13,311,58861,10163,81,193882,52.1,27895
Illinois,Schuyler,Illinois_Schuyler,76.4,114,71.92515924,115.0238291,13,10,376.6380917,990,470,125.2815804,12,35,334,45,88.27858293,9.393120393,2.6,2.7,0.02,12514.70415,0.96,53686,49,49.10587103,24,1,7.185520362,94.68310727,87.70101277,10,46,2099,160,84,6738,47.7,4348
Illinois,Scott,Illinois_Scott,78.1,71,71.92515924,115.0238291,13,9,0,560,1061,125.2815804,97.09736158,35,192,20,88.27858293,9.393120393,2.4,2.7,0.086431034,13083,0.82,59285,48,49.10587103,19,40.30616369,7.185520362,94.68310727,87.70101277,0,4,1628,77,82,4950,50.7,5355
Illinois,Shelby,Illinois_Shelby,79.3,300,11,115.0238291,13,9,6,2180,1335,12,30,35,855,56,88.27858293,9.393120393,3.4,3.3,0.1,12324,0.78,64508,44,79,21,2,7.185520362,14,10,9,48,7350,548,77,21299,50.3,17383
Illinois,Stark,Illinois_Stark,76.1,89,71.92515924,115.0238291,13,10,376.6380917,670,1180,125.2815804,13,35,249,38,88.27858293,9.393120393,3,3.1,0.086431034,13654,0.89,54219,45,49.10587103,26,1,7.185520362,94.68310727,87.70101277,24.62576375,0,1849,195,81,5262,50.1,5994
Illinois,Stephenson,Illinois_Stephenson,77.8,680,20,27,13,10,46,5160,809,26,35,36,1941,66,88.27858293,9.393120393,2.7,2.7,0.15,14636,0.7,57952,51,56,22,8,4,31,20,13,109,13792,2094,82,43831,51.4,19129
Illinois,Tazewell,Illinois_Tazewell,78.3,1779,52,55,11,9,81,12370,12558,71,87,33,4981,57,88.27858293,6,3.1,3.1,0.03,13350,0.73,69874,36,66,24,28,2,87,50,4,167,41235,4443,85,130777,50.8,27645
Illinois,Union,Illinois_Union,75.2,320,71.92515924,115.0238291,14,10,8,2400,517,10,12,35,943,145,88.27858293,9.393120393,2.9,2.7,0.15,14136,0.81,55736,56,74,24,7,7.185520362,23,12,0,77,5314,567,68,16498,50,11730
Illinois,Vermilion,Illinois_Vermilion,74.6,1453,55,71,14,11,117,10200,6919,61,78,36,3368,142,88.27858293,10,2.7,2.7,0.23,14592,0.77,49678,62,61,30,13,10,64,65,15,191,21964,3424,79,74855,50.1,25513
Illinois,Wabash,Illinois_Wabash,78.6,166,71.92515924,115.0238291,13,9,7,1340,397,125.2815804,97.09736158,35,514,107,88.27858293,9.393120393,2.8,3.1,0.03,11450,0.63,56190,53,49.10587103,28,2,7.185520362,94.68310727,87.70101277,24.62576375,133,3847,340,78,11190,50.2,4647
Illinois,Warren,Illinois_Warren,76.6,255,11,115.0238291,13,10,376.6380917,1840,504,125.2815804,12,35,906,54,88.27858293,9.393120393,2.7,2.9,0.08,14276,0.71,57964,52,73,20,6,7.185520362,10,87.70101277,0,61,5120,465,84,16696,50.5,8053
Illinois,Washington,Illinois_Washington,79.4,167,71.92515924,115.0238291,11,8,0,1120,527,125.2815804,29,34,516,87,88.27858293,9.393120393,3.3,3,0.06,11332,0.74,69386,36,49.10587103,20,2,7.185520362,16,11,24.62576375,41,4747,418,80,13764,50,10838
Illinois,Wayne,Illinois_Wayne,76.5,261,11,115.0238291,14,10,9,2060,1408,125.2815804,24,35,913,81,88.27858293,9.393120393,3.3,3.1,0.09,11905,0.78,49649,45,64,23,4,7.185520362,17,87.70101277,6,70,5459,496,72,16031,50.6,11721
Illinois,White,Illinois_White,74.8,262,71.92515924,115.0238291,14,10,376.6380917,1710,341,125.2815804,24,35,646,105,88.27858293,9.393120393,3,2.9,0.08,11896,0.67,46080,56,49.10587103,25,4,7.185520362,19,10,42,91,4825,559,78,13364,50.7,9097
Illinois,Whiteside,Illinois_Whiteside,77.6,834,28,21,12,10,376.6380917,5730,3662,20,50,34,2507,135,88.27858293,6,3.2,3,0.11,14825,0.7,64413,50,58,25,13,7.185520362,45,22,7,138,17264,1940,82,54656,50.6,21845
Illinois,Will,Illinois_Will,79.2,7071,282,298,11,10,575,38860,49798,414,387,37,36040,70,88.27858293,6,3.1,3.1,0.21,16315,0.74,90349,37,52,20,120,4,378,266,5,289,189122,26312,91,688726,50.4,26624
Illinois,Williamson,Illinois_Williamson,77.3,1032,37,38,13,10,54,8490,8171,33,75,35,3070,182,88.27858293,9.393120393,3.2,3.2,0.04,10026,0.75,59174,50,50,26,14,3,53,44,5,139,19712,3115,80,66415,50.2,23091
Illinois,Winnebago,Illinois_Winnebago,76.2,4576,183,183,13,11,326,34520,21479,419,219,35,16409,134,88.27858293,9,2.5,2.5,0.17,14749,0.77,54971,55,53,29,36,10,202,190,10,347,75877,14381,84,281295,51.2,23368
Illinois,Woodford,Illinois_Woodford,79.1,417,25,20,10,8,23,2970,1812,10,40,32,1398,60,88.27858293,9.393120393,3.3,3.3,0.03,12801,0.67,72980,26,53,23,7,7.185520362,28,15,4,42,11807,1188,86,38091,50.1,21221
Indiana,Adams,Indiana_Adams,77.9,433,37,39,16,11,5,4500,1632,18,38,36,2905,45,93,11,3,3,0.03,10434,0.84,58602,38,76,17,11,7.185520362,12,10,16,200,9739,1075,73,35839,50.1,18457
Indiana,Allen,Indiana_Allen,76.6,5071,229,272,13,11,555,43760,42952,313,263,36,27713,194,90,9,3.1,3.1,0.14,9703,0.74,61039,48,54,18,87,10,241,287,40,298,100935,13909,87,382187,51,42212
Indiana,Bartholomew,Indiana_Bartholomew,78,1087,39,59,13,10,64,10010,8053,68,89,35,5324,96,86,7,3.1,3.2,0.08,9792,0.7,70545,43,54,18,18,2,64,45,10,321,22529,3026,85,84447,49.7,25882
Indiana,Benton,Indiana_Benton,76.8,143,71.92515924,115.0238291,15,11,7,1170,98,125.2815804,16,38,644,11,98,9.393120393,3.1,3.5,0.07,12431,0.71,59663,48,49.10587103,19,1,7.185520362,10,87.70101277,18,6,2546,332,83,8741,50,8854
Indiana,Blackford,Indiana_Blackford,75,234,71.92515924,115.0238291,15,11,15,1740,963,11,16,38,736,51,93,9.393120393,3.1,3.2,0.02,10354,0.92,49105,59,49.10587103,19,2,7.185520362,94.68310727,87.70101277,9,217,3676,500,77,11782,50.8,6461
Indiana,Boone,Indiana_Boone,78.2,720,27,23,10,8,61,5630,1396,58,43,33,3241,107,96,9.393120393,3.5,3.7,0.04,9954,0.76,92302,19,47,16,20,3,53,41,19,334,20293,2080,90,69347,50.2,19487
Indiana,Brown,Indiana_Brown,78.3,251,71.92515924,115.0238291,13,10,18,1630,162,125.2815804,22,36,953,40,98,9.393120393,3.3,3.4,0.03,12317,0.72,70930,48,49.10587103,19,40.30616369,7.185520362,17,11,24.62576375,17,5439,630,83,15112,50.2,15242
Indiana,Carroll,Indiana_Carroll,80.3,239,10,115.0238291,14,11,15,2270,89,13,19,35,1331,64,93,9.393120393,3.2,3.3,0.02,10226,0.77,62388,48,49.10587103,16,3,7,15,12,10,21,6437,529,78,20228,49.4,16407
Indiana,Cass,Indiana_Cass,75.8,602,30,31,15,12,26,4930,1046,25,42,37,3510,99,94,9.393120393,3,3,0.13,10221,0.76,50419,56,72,18,6,7.185520362,33,24,28,181,10978,1165,77,37388,50,17405
Indiana,Clark,Indiana_Clark,74.9,2112,61,77,14,11,229,13280,4922,156,95,38,7331,111,88,3,3.2,3.2,0.1,9671,0.83,65555,49,44,18,25,5,88,86,23,439,32683,3645,80,119266,51.3,22614
Indiana,Clay,Indiana_Clay,75.6,428,20,115.0238291,14,11,21,3540,1494,125.2815804,35,37,1519,50,92,17,3.4,3.6,0.03,10307,0.7,56422,53,49.10587103,19,5,7.185520362,20,15,20,143,8190,583,82,26246,50.5,16373
Indiana,Clinton,Indiana_Clinton,75.8,483,22,20,15,12,20,3820,392,31,41,37,2486,28,93,9.393120393,3,3.3,0.21,9525,0.82,59503,58,49.10587103,18,8,7.185520362,37,24,19,249,8511,954,78,32206,50.3,16540
Indiana,Crawford,Indiana_Crawford,74.2,236,71.92515924,115.0238291,17,12,6,1700,588,11,16,39,848,19,83,9.393120393,3.1,3.6,0.03,10109,0.72,46884,60,49.10587103,20,2,7.185520362,10,87.70101277,24.62576375,5,3384,333,63,10629,49.2,10713
Indiana,Daviess,Indiana_Daviess,76.4,463,18,23,16,11,21,3990,840,125.2815804,34,38,3717,119,97,15,3.3,3.4,0.15,8897,0.63,53101,51,79,19,5,7.185520362,16,87.70101277,20,161,7985,944,74,33505,49.6,19078
Indiana,Dearborn,Indiana_Dearborn,77.3,732,19,115.0238291,13,10,17,5390,4143,44,45,34,2721,42,96,11,3.3,3.5,0.03,10077,0.72,73459,33,83,18,9,3,58,36,20,158,15684,1545,85,49824,50.1,26554
Indiana,Decatur,Indiana_Decatur,75.8,405,14,115.0238291,13,10,19,3320,1094,22,26,37,1519,83,98,15,3.5,3.6,0.03,10918,0.74,61561,50,49.10587103,17,5,7.185520362,16,10,27,143,7211,703,82,26584,50.3,13847
Indiana,DeKalb,Indiana_DeKalb,76.4,646,25,115.0238291,13,10,18,5060,3737,30,31,36,2615,60,90,9.393120393,2.9,3.1,0.04,14779,0.69,62411,44,49.10587103,16,12,7.185520362,29,21,16,206,13388,1126,80,43670,50.5,17860
Indiana,Delaware,Indiana_Delaware,74.2,1983,66,66,15,12,142,18010,15103,144,106,38,7810,115,90,5,3.1,3.2,0.13,9572,0.81,46612,51,56,30,33,6,96,82,14,375,30058,6696,82,113454,51.9,26843
Indiana,Dubois,Indiana_Dubois,79.2,486,17,28,13,10,23,4270,1532,11,31,36,2358,87,95,9.393120393,3.4,3.7,0.13,10203,0.69,64120,35,69,16,8,7.185520362,37,22,15,179,13124,1204,84,42542,49.9,20629
Indiana,Elkhart,Indiana_Elkhart,78.1,2496,145,172,14,11,198,23200,17224,83,180,38,19322,85,89,7,2.9,3.1,0.15,9879,0.69,66801,54,54,17,51,5,125,118,21,293,50964,7168,84,206161,50.6,40672
Indiana,Fayette,Indiana_Fayette,72.3,498,15,22,16,12,16,3860,1877,57,35,39,1475,61,91,9.393120393,2.9,2.8,0.02,10978,0.78,53616,55,62,18,7,7.185520362,17,11,15,305,6686,985,78,22892,50.8,8930
Indiana,Floyd,Indiana_Floyd,75.3,1278,34,31,13,10,98,8660,4075,92,56,37,4264,144,94,9.393120393,3.2,3.5,0.1,10164,0.76,70610,40,54,18,25,4,66,56,18,595,21752,2363,80,78936,51.3,15160
Indiana,Fountain,Indiana_Fountain,74.8,298,10,115.0238291,14,10,6,2170,491,17,17,37,1017,42,93,9.393120393,3.3,3.3,0.02,10365,0.71,55627,45,49.10587103,19,1,7.185520362,19,12,24.62576375,73,5178,545,84,16511,50.3,11370
Indiana,Franklin,Indiana_Franklin,77.4,331,10,115.0238291,13,10,6,2420,733,27,21,37,1342,48,95,9.393120393,3.1,3.2,0.08,10421,0.72,71828,41,49.10587103,16,1,7.185520362,23,19,24.62576375,81,7224,420,77,22761,50.2,20515
Indiana,Fulton,Indiana_Fulton,74.7,389,17,20,14,10,12,2560,877,16,33,37,1596,40,91,9.393120393,2.9,3,0.05,10048,0.85,55895,50,73,17,3,7.185520362,17,10,15,117,5978,711,81,20018,50.1,13527
Indiana,Gibson,Indiana_Gibson,77,483,14,115.0238291,13,10,20,3740,539,10,51,38,1686,86,91,9.393120393,3.1,3.1,0.06,10438,0.68,59074,40,59,16,8,7.185520362,33,26,13,194,10223,941,84,33825,49.8,17964
Indiana,Grant,Indiana_Grant,73.2,1350,50,49,15,12,61,10400,5781,66,71,38,4017,101,95,6,3,2.9,0.13,9921,0.78,49788,59,57,20,9,6,57,52,24,232,18713,2811,78,65225,52.2,20257
Indiana,Greene,Indiana_Greene,75.7,563,18,115.0238291,15,10,19,4570,1980,12,53,37,2207,40,96,9.393120393,3.3,3.3,0.04,9811,0.83,55213,47,49.10587103,18,4,5,25,23,24,98,10187,1152,75,32203,50.1,24822
Indiana,Hamilton,Indiana_Hamilton,81.6,2333,107,133,9,8,255,24270,15057,123,110,33,13818,96,74,4,3.6,3.8,0.05,10246,0.69,96359,17,44,19,70,1,186,124,8,256,94391,8978,95,344238,51.1,15473
Indiana,Hancock,Indiana_Hancock,79,926,22,20,12,9,67,7170,5917,56,61,34,3830,54,95,9.393120393,3.4,3.6,0.07,9470,0.75,77916,29,66,18,12,2,59,41,5,219,23731,2041,88,79553,50.8,21313
Indiana,Harrison,Indiana_Harrison,76.9,642,13,115.0238291,14,10,26,4870,7,41,57,40,2395,74,93,9.393120393,3.3,3.4,0.04,9095,0.78,62082,45,48,17,8,7.185520362,32,35,28,26,12082,790,75,40682,50.2,33793
Indiana,Hendricks,Indiana_Hendricks,79.2,1627,54,59,11,9,166,13290,10149,104,82,35,8717,88,97,3,3.7,3.8,0.06,9463,0.74,86905,28,47,17,35,2,129,92,11,232,47287,3920,91,173251,50,25958
Indiana,Henry,Indiana_Henry,75.2,889,17,22,15,11,53,6940,3243,27,59,38,2664,100,92,13,3.3,3.4,0.05,9781,0.77,54002,48,65,20,7,4,49,39,14,139,13686,1459,78,48033,47.7,21197
Indiana,Howard,Indiana_Howard,74.1,1598,53,50,14,11,124,11680,8639,100,108,38,5249,110,86,6,3,3.1,0.08,9512,0.74,59309,50,48,22,20,6,76,56,19,277,24980,3130,82,82732,51.6,17821
Indiana,Huntington,Indiana_Huntington,76.7,538,12,115.0238291,13,10,30,4340,3616,21,31,38,2301,66,95,9.393120393,3.2,3.1,0.02,9840,0.72,59252,47,52,18,9,7.185520362,22,17,28,173,11161,1207,79,36395,50.6,18917
Indiana,Jackson,Indiana_Jackson,75.2,681,28,28,14,11,58,5860,4158,49,63,37,3266,136,89,9.393120393,2.9,3.1,0.16,10975,0.81,62415,54,76,18,13,7.185520362,41,30,14,246,12001,1611,77,44222,50,18532
Indiana,Jasper,Indiana_Jasper,77,502,16,21,13,10,23,3810,1176,19,39,36,2268,90,94,9.393120393,3.6,3.5,0.02,10421,0.72,70662,43,90,16,4,7.185520362,27,20,17,69,9853,966,84,33440,50.1,22778
Indiana,Jay,Indiana_Jay,75.5,330,14,21,15,11,13,2900,2374,26,40,37,1458,64,90,9.393120393,3.3,3.4,0.04,10890,0.75,42504,53,49.10587103,21,3,7.185520362,16,10,24.62576375,91,6238,573,70,20416,50.1,11828
