State,County,State_County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Workers_Drive_Alone_to_Work
Virginia,Goochland,Virginia_Goochland,319,15,3.4,4.2,6,15,32,9.4,24,58,5,79,5,1117,18,6,30,2972,52,58,16371,3218,542,7,182650,476,37,26,85,7.9,11,80,10757
Virginia,Grayson,Virginia_Grayson,274,24,4.9,5.3,7,24,36,7.1,34,64,7,44,28,1234,4,3,4,3581,43,48,9949,1686,460,22,77978,655,10,19,53,7.1,11,84,6286
Virginia,Greene,Virginia_Greene,214,18,4,4.7,6,19,34,8.7,28,29,2,49,18,1742,4,2,16,4976,51,57,12047,3023,534,12,124450,775,6,23,74,7,10,74,9839
Virginia,Greensville,Virginia_Greensville,217,26,4.7,4.8,12,23,40,9.1,35,11,6,65,41,527,4,1,9,5182,28,44,6880,1468,287,22,86821,805,3,15,52,7.4,14,80,3645
Virginia,Halifax,Virginia_Halifax,700,22,4.6,5,11,22,37,7.7,33,32,15,164,34,2616,12,16,41,4642,45,46,20389,4064,1067,22,87366,2330,50,73,158,8.1,12,81,13625
Virginia,Hanover,Virginia_Hanover,1274,14,3.4,4.2,7,16,34,9.2,23,78,23,327,6,5789,77,74,192,3706,50,58,69335,17762,2798,5,160258,3715,130,131,379,8.2,9,83,55241
Virginia,Henrico,Virginia_Henrico,3779,16,3.4,4.1,8,14,30,8.8,25,93,34,2296,11,24306,358,273,1077,2978,50,58,212308,70423,11704,12,141297,21053,409,567,1122,7,14,78,171156
Virginia,Henry,Virginia_Henry,1079,24,4.9,5.2,9,23,39,6.8,36,29,18,164,22,4267,29,31,11,5081,52,52,30152,5552,1816,20,76958,3281,75,118,313,7.9,13,86,19106
Virginia,Highland,Virginia_Highland,1436.113089,18,4.1,4.8,9,20,33,5.3,28,59,1,593.7559524,26.14933965,205,3,2,6,3086,44,35,1523,126,46,20,97725,14,0,2,408.1056964,6,7,72,767
Virginia,Isle of Wight,Virginia_Isle of Wight,528,18,3.9,4.6,8,19,34,8.7,28,62,9,179,11,2443,14,10,15,3532,51,52,23689,5760,977,10,141225,1953,47,52,127,7,11,87,17735
Virginia,James City,Virginia_James City,800,14,3.2,4,8,13,31,8.5,22,86,12,256,12,3887,94,86,269,3896,57,57,52971,11571,2527,8,159490,3094,60,89,223,7.1,13,81,34440
Virginia,King and Queen,Virginia_King and Queen,157,19,4.1,4.7,10,20,37,8.8,30,12,2,32,19,653,2,77.17398427,316.050034,5455,46,53,4888,982,198,16,117356,331,10,10,40,7.2,18,83,3515
Virginia,King George,Virginia_King George,321,16,3.5,4.3,8,16,34,9.5,24,65,7,111,16,1545,6,12,15,6710,37,40,16424,4800,617,7,154178,1015,28,27,124,7.6,8,82,13375
Virginia,King William,Virginia_King William,251,17,3.9,4.7,7,19,34,9.2,28,46,6,67,14,1219,4,6,11,3175,49,55,11141,3005,491,9,123084,527,11,12,75,7.5,12,86,8696
Virginia,Lancaster,Virginia_Lancaster,237,19,4,4.6,12,18,35,8.8,28,50,7,82,25,782,5,1,9,2176,53,45,7765,1068,389,21,120136,824,25,17,62,6.6,13,79,3914
Virginia,Lee,Virginia_Lee,547,26,5.3,5.6,10,26,38,7.1,36,35,4,39,41,1807,6,5,29,4275,38,36,14154,2676,532,34,75048,1467,11,29,122,8,15,83,7235
Virginia,Loudoun,Virginia_Loudoun,2041,12,2.8,3.4,7,10,26,10,21,89,29,1040,5,22946,312,292,739,3586,36,53,245175,98840,11936,3,244851,13024,297,375,623,7,11,72,217308
Virginia,Louisa,Virginia_Louisa,579,20,4.2,4.8,7,20,35,8.9,31,26,21,120,18,3614,4,8,13,4087,48,55,23538,4943,1035,12,125250,1245,37,65,184,7.5,11,79,17058
Virginia,Lunenburg,Virginia_Lunenburg,232,25,4.8,5.1,14,23,41,8.4,34,45,5,82,28,1135,2,4,8,4113,46,51,7319,1272,278,23,84287,738,15,21,62,7.6,13,83,4583
Virginia,Madison,Virginia_Madison,201,19,4.2,4.8,7,20,33,9.2,29,38,2,24,14,1138,3,5,4,3443,46,58,8569,1735,280,14,116219,522,12,12,76,7,15,77,6242
Virginia,Mathews,Virginia_Mathews,144,17,3.9,4.7,9,18,32,8.8,26,39,0,30,11,533,3,2,4,2530,51,55,6265,887,200,15,128921,146,15,4,38,6.5,12,78,3584
Virginia,Mecklenburg,Virginia_Mecklenburg,647,23,4.6,5,10,22,43,7.3,34,36,13,194,25,2628,15,10,29,3749,47,55,19390,3967,861,23,97613,1981,49,77,164,8,14,83,12404
Virginia,Middlesex,Virginia_Middlesex,217,19,4.1,4.7,9,20,35,9,29,34,3,29,24,794,3,5,8,2623,52,49,7258,1036,262,19,111138,468,12,23,58,6.9,17,74,4634
Virginia,Montgomery,Virginia_Montgomery,843,17,4,4.6,7,18,32,8.2,26,71,13,490,6,6689,67,51,268,3280,46,58,52715,18006,2330,12,122643,2383,107,125,261,7.4,17,76,44866
Virginia,Nelson,Virginia_Nelson,267,19,4,4.7,7,20,33,8.7,29,48,8,55,19,1355,15,8,20,3754,46,53,9475,1315,409,18,126975,427,15,21,90,6.9,15,68,6579
Virginia,New Kent,Virginia_New Kent,326,16,3.7,4.4,8,18,32,9.7,25,70,5,48,8,1593,8,5,23,3937,51,53,15383,3440,573,7,149895,575,17,30,89,7.5,13,81,11230
Virginia,Northampton,Virginia_Northampton,258,23,4.4,4.8,9,20,39,8.5,33,11,5,79,32,1042,14,16,12,2683,50,50,7459,1264,421,27,104633,824,18,12,58,6.4,13,74,4653
Virginia,Northumberland,Virginia_Northumberland,224,19,4,4.5,12,18,33,8.7,29,33,4,49,24,832,9,14,2,2724,53,39,8979,940,360,25,115886,572,22,22,64,6.7,15,79,4453
Virginia,Nottoway,Virginia_Nottoway,296,25,4.8,5,11,23,39,6.2,36,56,7,203,29,1320,10,7,15,4214,37,51,9121,1648,366,23,94344,795,23,38,70,7.5,14,81,5624
Virginia,Orange,Virginia_Orange,513,18,3.9,4.6,8,19,33,8.2,27,58,13,113,19,3001,16,10,24,4508,46,55,23288,4800,959,14,127050,1670,26,39,188,7.5,12,80,16952
Virginia,Page,Virginia_Page,456,21,4.6,5.2,8,23,35,7.446606626,32,28,6,86,26,2080,8,4,10,4688,40,32,14634,2374,874,17,92026,1076,26,37,112,6.9,13,78,10847
Virginia,Patrick,Virginia_Patrick,354,22,4.6,5.2,8,22,33,8.1,30,24,6,40,25,1475,5,2,7,3731,47,39,11136,1880,496,21,90446,585,14,27,108,7.5,11,82,7726
Virginia,Pittsylvania,Virginia_Pittsylvania,1143,22,4.6,5.1,8,23,39,7.9,32,20,34,261,20,5147,5,7,11,4257,46,52,37953,7080,1933,18,92367,3194,89,50,322,8.2,12,85,26605
Virginia,Powhatan,Virginia_Powhatan,349,16,3.6,4.4,6,17,32,9.6,25,56,8,56,7,2095,12,13,10,3312,49,56,19573,4512,677,6,155529,601,24,21,90,7.8,9,82,13778
Virginia,Prince Edward,Virginia_Prince Edward,342,22,4.4,4.9,11,21,37,8,31,79,9,224,8,1475,13,9,68,4171,40,47,11260,2534,652,28,90355,1184,23,47,97,7.5,14,76,8233
Virginia,Prince George,Virginia_Prince George,399,19,3.8,4.4,8,19,39,8.7,28,32,12,236,12,2164,8,8,40,4941,43,44,23794,7776,969,10,131610,2184,24,42,106,7.8,12,83,16743
Virginia,Prince William,Virginia_Prince William,3618,17,3.4,3.8,7,13,30,9.6,27,92,30,2566,15,47465,203,275,668,4205,36,48,266812,94395,16028,7,189062,22401,294,841,1005,8.5,15,73,241941
Virginia,Pulaski,Virginia_Pulaski,720,19,4.2,4.9,8,21,35,7.8,30,66,7,101,33,2074,12,10,16,5141,44,53,22824,4363,1268,16,95395,1284,55,87,174,7.4,10,87,14948
Virginia,Rappahannock,Virginia_Rappahannock,97,16,3.6,4.4,7,17,32,8.4,26,38,2,20,10,647,3,3,8,3049,34,46,4989,777,167,14,168588,143,8,3,44,6.8,15,74,3497
Virginia,Richmond,Virginia_Richmond,158,24,4.6,4.8,10,21,36,8.5,34,53,2,44,18,536,1,3,15,3248,56,50,5544,1169,197,18,118448,140,13,11,40,6.9,12,79,3155
Virginia,Roanoke,Virginia_Roanoke,1232,16,3.6,4.4,7,16,29,8.9,26,71,10,294,9,5400,124,86,260,2921,48,56,63478,16495,2489,7,124280,3488,114,174,399,6.6,10,84,44981
Virginia,Rockbridge,Virginia_Rockbridge,324,19,4.3,4.9,7,20,33,7.9,28,49,7,75,11,1621,18,1,1,4024,47,49,15153,2930,575,16,104785,750,28,32,110,7,12,81,9954
Virginia,Rockingham,Virginia_Rockingham,886,18,4,4.7,6,18,34,8.8,29,52,24,245,16,7429,25,16,21,5597,44,50,47627,10497,1952,11,110005,2557,111,88,280,6.8,12,81,39388
Virginia,Russell,Virginia_Russell,542,23,5,5.5,9,25,38,7.4,34,41,5,49,32,1982,6,3,23,6073,40,46,16061,3479,742,21,76011,782,22,52,110,7.4,13,80,9020
Virginia,Scott,Virginia_Scott,474,22,4.7,5.3,7,23,36,7.3,31,42,6,45,26,1571,7,4,33,4373,48,54,13410,2646,474,22,82955,883,11,23,128,7.8,13,87,8071
Virginia,Shenandoah,Virginia_Shenandoah,660,19,4.2,4.8,8,19,35,8.4,29,58,7,109,23,3434,18,15,24,4522,42,39,27434,5216,1166,15,104973,1671,58,77,178,7.1,13,80,20413
Virginia,Smyth,Virginia_Smyth,736,22,4.8,5.3,9,24,39,7.6,31,88,5,105,30,2114,17,16,55,4151,41,44,18710,3441,861,21,80059,2027,28,64,166,7.1,11,82,11784
Virginia,Southampton,Virginia_Southampton,284,21,4.3,4.8,11,20,40,8.7,32,17,6,103,11,1105,4,2,316.050034,3747,48,47,11302,2313,449,17,105268,1073,22,23,62,7.1,11,85,7550
Virginia,Spotsylvania,Virginia_Spotsylvania,1554,17,3.6,4.3,8,16,33,9,28,67,21,589,14,10348,79,55,132,5831,40,46,82229,23353,4035,10,158619,6720,88,224,506,7.8,13,77,65627
Virginia,Stafford,Virginia_Stafford,1297,15,3.3,3.9,8,13,33,9.5,24,74,14,679,11,9461,45,52,138,5730,38,46,89718,29026,4099,7,191157,7076,85,278,391,8,10,72,75341
Virginia,Surry,Virginia_Surry,104,22,4.4,4.9,10,21,38,8.1,33,8,1,44,19,425,2,77.17398427,3,3942,57,48,4162,640,207,19,110068,420,9,15,28,6.9,13,84,2960
Virginia,Sussex,Virginia_Sussex,234,24,4.5,4.7,13,22,42,7.6,34,26,10,67,25,658,3,2,3,6850,48,44,6689,1336,321,25,100449,672,17,12,68,7.3,16,82,4354
Virginia,Tazewell,Virginia_Tazewell,1000,22,4.7,5.2,10,23,36,7.1,32,60,12,69,37,3072,22,17,90,5735,35,40,25109,5020,1185,20,88826,2232,47,90,255,7.3,10,87,14403
Virginia,Warren,Virginia_Warren,644,18,4,4.7,7,19,33,8.4,28,68,4,135,23,3338,24,12,41,4829,37,49,24406,5618,1181,15,136530,2329,42,54,196,7.2,12,75,18925
Virginia,Washington,Virginia_Washington,1005,19,4.3,5,8,20,36,8,30,62,11,117,26,4175,40,33,106,4408,45,50,34535,7543,1496,17,99426,1827,50,85,223,7.4,10,83,23260
Virginia,Westmoreland,Virginia_Westmoreland,333,21,4.3,4.8,11,20,35,7.446606626,31,39,6,91,28,1414,3,2,3,4796,44,41,11171,1869,558,22,115733,1303,35,25,98,7.3,14,79,7190
Virginia,Wise,Virginia_Wise,866,25,5.1,5.4,10,26,39,6.4,37,63,3,108,41,3089,18,10,39,3968,46,46,21150,5771,996,27,76728,1844,32,85,215,7.5,14,86,12501
Virginia,Wythe,Virginia_Wythe,607,20,4.4,5.1,8,21,34,7.9,31,73,7,65,30,2136,12,11,59,5557,38,49,18460,3701,1067,18,92918,1179,28,36,122,7.2,12,86,13401
Virginia,York,Virginia_York,584,14,3.2,3.9,7,14,30,9.2,23,77,13,233,7,3923,86,37,57,2999,57,57,44047,13950,1803,6,161003,3493,58,109,190,7.1,11,82,33868
Virginia,Alexandria City,Virginia_Alexandria City,1022,14,3.1,3.7,7,12,28,7.446606626,22,100,6,848,19,12663,121,137,604,3706,37,48,111579,53785,6011,13,199095,6632,335,286,307,8.6,17,57,97974
Virginia,Bristol City,Virginia_Bristol City,333,22,4.8,5.3,8,22,37,6,32,81,1,83,30,1206,10,6,14,6584,45,49,10505,2090,566,31,86676,1333,37,46,78,6.7,15,78,7537
Virginia,Buena Vista City,Virginia_Buena Vista City,111,25,5.3,5.7,8,25,37,2.9,35,89,15.9187801,36,7,375,2,5,5,4642,41,50,3204,602,179,20,92588,369,9,7,20,6.8,17,83,3014
Virginia,Charlottesville City,Virginia_Charlottesville City,410,18,4,4.5,7,17,34,8,27,100,2,322,12,4204,136,43,484,2801,55,63,27592,12321,1639,15,135429,2403,101,220,125,7.2,19,59,24517
Virginia,Chesapeake City,Virginia_Chesapeake City,2877,17,3.6,4.3,9,16,36,9,27,90,27,1663,15,16311,197,128,360,4748,48,49,152194,50201,7480,10,144656,15353,229,993,733,7.2,14,82,117892
Virginia,Colonial Heights City,Virginia_Colonial Heights City,339,19,4.1,4.7,9,18,35,8.1,29,96,4,114,27,1259,24,45,41,3804,44,51,11153,2772,603,15,113538,1690,22,52,102,7.9,17,84,8009
Virginia,Covington City,Virginia_Covington City,151,21,4.5,5.1,11,22,35,7.6,31,100,0,30,12,345,3,3,19,3530,49,52,3538,675,231,24,95611,236,21,14,45,6.8,13,92,2208
Virginia,Danville City,Virginia_Danville City,957,26,5,5.2,14,23,43,7.2,36,68,4,471,39,2929,44,48,142,4410,49,51,23681,5231,1871,37,73556,4564,83,264,262,8.1,18,79,15692
Virginia,Emporia City,Virginia_Emporia City,147,31,5.5,5.4,11,25,46,7.4,42,69,1,77,17,343,84.03515233,5,19,5054,46,43,2595,723,261,32,71185,963,13,33,24,7.3,24,73,2143
Virginia,Fairfax City,Virginia_Fairfax City,301,14,3,3.5,6,11,27,9.5,23,100,2,72,10,1929,3,77.17398427,391,2723,37,52,14839,5344,734,6,212585,906,59,21,101,8.6,16,69,12463
Virginia,Falls Church City,Virginia_Falls Church City,104,10,2.5,3.3,5,9,28,7.446606626,17,100,15.9187801,33,4,486,44,48,194,2569,42,55,9484,3571,314,3,104531.3632,501,21,22,35,8.6,16,61,7972
Virginia,Franklin City,Virginia_Franklin City,210,24,4.7,5,13,22,42,6,35,73,0,92,38,466,9,6,13,4721,42,47,4774,990,308,31,93389,1075,13,27,40,6.8,18,85,3361
Virginia,Fredericksburg City,Virginia_Fredericksburg City,328,19,3.9,4.4,9,16,34,8,28,100,3,203,13,2393,41,57,218,6451,40,49,16195,5825,1003,19,147693,2291,39,123,113,7.8,20,70,15289
Virginia,Galax City,Virginia_Galax City,202,28,5.4,5.5,11,24,38,7.1,37,63,1,24,40,707,84.03515233,7,46,4470,48,50,3288,703,223,29,78429,429,12,22,34,7,15,73,2613
Virginia,Hampton City,Virginia_Hampton City,2137,20,4.1,4.6,10,19,40,8.1,30,82,18,1853,19,8475,56,141,463,3767,46,44,83223,24280,5514,21,107660,11979,124,402,542,6.1,19,81,65539
Virginia,Harrisonburg City,Virginia_Harrisonburg City,374,24,4.6,4.8,7,18,38,8.2,33,91,2,403,9,5221,72,70,278,3992,46,57,22820,7739,1547,17,98444,2158,69,113,117,7.1,24,71,24861
Virginia,Hopewell City,Virginia_Hopewell City,551,27,5.1,5.2,14,24,39,6.3,37,86,15.9187801,299,45,1678,9,13,32,6493,39,44,12544,3116,1053,29,88573,2865,37,94,157,7.8,20,82,9497
Virginia,Lexington City,Virginia_Lexington City,79,19,4.4,4.9,6,19,35,7.5,29,100,15.9187801,32,4,218,84.03515233,13,50,3092,45,52,2857,857,143,10,97967,126,18,9,26,6.7,19,52,2494
Virginia,Lynchburg City,Virginia_Lynchburg City,1096,21,4.3,4.8,8,19,35,7.5,29,91,7,594,13,5497,109,89,458,4227,33,54,40205,13750,2610,21,92589,5509,128,336,310,6.4,17,74,36420
Virginia,Manassas City,Virginia_Manassas City,425,20,3.8,4,7,15,33,9.6,29,99,3,236,40,5801,39,49,152,3765,34,48,22770,6869,1406,14,155725,2624,41,131,114,8.2,19,74,21732
Virginia,Manassas Park City,Virginia_Manassas Park City,1436.113089,21,3.7,3.9,6,14,34,8.9,29,100,15.9187801,95,26.14933965,2414,84.03515233,77.17398427,316.050034,4043.9236,41.97693786,42.92699328,8826,2615,648,11,146625,1085,7,24,17,8.2,19,75,9989
Virginia,Martinsville City,Virginia_Martinsville City,429,25,4.8,5.1,12,22,40,6.5,35,83,1,107,58,829,1,77.17398427,61,6035,48,48,7454,1735,619,31,70452,1450,35,39,109,7.8,16,76,4885
Virginia,Newport News City,Virginia_Newport News City,2640,21,4.2,4.6,10,19,39,7.9,31,98,34,2076,22,13869,99,147,321,3957,45,47,106831,35894,7786,20,101981,16382,190,830,745,7.1,19,77,89491
Virginia,Norfolk City,Virginia_Norfolk City,3477,22,4.3,4.6,11,19,36,7.6,29,88,30,3606,26,18670,248,229,589,4999,47,44,135161,53182,9751,27,103390,20199,264,1487,985,6.6,22,72,131135
Virginia,Norton City,Virginia_Norton City,92,23,4.9,5.3,10,22,35,5.2,32,98,15.9187801,15,31,262,3,5,15,4472,47,48,2525,569,124,29,77944,239,0,15,21,7.2,21,79,1630
Virginia,Petersburg City,Virginia_Petersburg City,1021,27,4.9,5,11,22,45,5,36,90,6,552,65,2671,22,24,150,4645,47,43,17882,4468,1877,36,77090,3331,49,232,276,7.8,26,74,13198
Virginia,Poquoson City,Virginia_Poquoson City,139,14,3.4,4.2,5,15,31,8.7,23,70,1,26,7,569,12,8,10,4277,56,51,8272,2338,261,6,164159,238,7,16,35,6.7,9,91,6198
Virginia,Portsmouth City,Virginia_Portsmouth City,1798,23,4.4,4.8,12,21,37,8.1,33,86,13,1254,34,6725,53,132,307,4125,45,47,56959,17608,4273,24,96992,9424,99,680,502,7.1,20,78,44231
Virginia,Radford City,Virginia_Radford City,161,22,4.9,5.3,11,21,36,6.2,32,94,1,284,6,979,10,12,37,5376,48,55,7475,2899,535,14,90654,319,23,102,37,7.3,21,76,8003
Virginia,Richmond City,Virginia_Richmond City,3380,22,4.4,4.7,11,18,34,7.5,30,88,25,3224,27,21931,245,334,956,3796,48,51,140336,56373,10592,27,109157,20461,338,1310,1136,8.3,23,70,117864
Virginia,Roanoke City,Virginia_Roanoke City,2040,23,4.6,4.9,10,22,36,7.5,32,91,13,1139,46,8929,108,78,343,3700,43,53,61191,16307,3786,21,89767,9914,167,380,652,7.7,19,79,46829
Virginia,Salem City,Virginia_Salem City,447,17,3.9,4.6,7,18,33,8.4,26,72,1,108,11,1359,27,34,213,3442,48,56,15715,3764,733,11,113272,1293,41,27,131,7,12,81,12205
Virginia,Staunton City,Virginia_Staunton City,456,17,3.9,4.6,8,18,33,8.5,27,91,1,129,28,1764,9,21,169,3784,51,59,15880,4283,767,16,106395,1132,58,38,105,6.9,15,82,11816
Virginia,Suffolk City,Virginia_Suffolk City,1249,19,3.8,4.4,9,17,35,9,29,71,13,839,17,6093,79,44,114,4906,49,47,56002,17260,2903,14,136962,6628,112,241,253,7.1,15,86,44430
Virginia,Virginia Beach City,Virginia_Virginia Beach City,4560,16,3.5,4.1,8,16,31,9.1,23,94,43,3149,13,30531,338,356,917,4002,52,48,290613,102859,14331,12,138633,25849,337,689,1336,6.7,15,80,240942
Virginia,Waynesboro City,Virginia_Waynesboro City,386,21,4.4,4.9,9,20,35,7.5,32,73,0,162,39,1861,22,27,34,4214,52,60,13665,3580,698,19,95327,1823,41,40,96,6.9,17,83,10512
Virginia,Williamsburg City,Virginia_Williamsburg City,114,17,3.9,4.5,6,16,34,7.9,26,100,1,73,4,648,2,77.17398427,7,2981,59,58,7168,1946,552,20,131591,468,22,28,36,6.9,20,64,6393
Virginia,Winchester City,Virginia_Winchester City,383,20,4.1,4.5,8,17,35,7.9,29,100,0,164,24,2843,71,55,206,4239,35,54,16079,4441,871,19,113044,1817,50,75,120,7.6,15,68,13859
Washington,Adams,Washington_Adams,168,30,5.3,4.7,7,17,39,5.9,33,63,7,117,40,2241,9,22,35,2051,37,35,7426,1505,677,17,94107,1728,21,48,59,10.5,22,73,7434
Washington,Asotin,Washington_Asotin,367,17,4.4,4.9,6,19,31,7.9,21,87,2,63,27,1253,17,14,94,2284,52,50,14853,3138,538,19,105767,855,18,47,98,8.9,11,78,9458
Washington,Benton,Washington_Benton,2074,17,4,4.3,6,15,31,8.2,24,67,26,1028,21,14210,146,147,627,3631,43,53,118696,35383,8461,12,134561,11512,174,371,623,10.7,14,81,87915
Washington,Chelan,Washington_Chelan,810,19,4.2,4.4,6,15,28,8.2,22,72,8,274,23,7203,89,65,352,2405,43,35,43907,10229,3693,12,115372,4129,110,112,281,9.8,14,77,35404
Washington,Clallam,Washington_Clallam,1267,17,4.2,4.7,6,17,29,6.7,21,63,16,185,21,5052,72,75,297,1604,37,51,54236,9497,2977,19,105805,3514,68,206,420,6.1,17,75,29310
Washington,Clark,Washington_Clark,5133,16,3.8,4.3,6,13,33,8.5,18,89,50,2094,14,29670,368,354,1923,3052,45,45,304719,87408,20682,10,139634,18823,336,1011,1720,7.3,15,77,226781
Washington,Columbia,Washington_Columbia,1436.113089,18,4.3,4.7,10,18,31,6.7,22,5,2,8,15,186,3,3,13,3529,34,27,2678,604,125,18,113221,99,4,2,23,7.5,11,71,1879
Washington,Cowlitz,Washington_Cowlitz,1755,19,4.4,4.8,6,20,37,7.1,22,63,16,555,24,6458,68,66,532,3236,46,46,67878,15383,4523,15,107423,5660,91,268,464,7.5,17,83,44055
Washington,Douglas,Washington_Douglas,395,21,4.3,4.4,6,16,37,7.1,24,57,6,154,21,4053,9,23,29,2442,48,37,23241,5623,1805,14,122321,2647,28,40,114,10.4,15,82,19608
Washington,Ferry,Washington_Ferry,149,21,5,5.3,7,22,33,4.6,24,60,5,13,32,617,6,6,19,1137,30,17,5397,809,285,28,102500,293,3,8,57,9.4,19,62,2516
Washington,Franklin,Washington_Franklin,711,24,4.6,4.4,6,15,34,8,26,38,12,706,30,10977,21,50,132,3761,41,47,41614,14334,3833,16,120782,6354,47,190,202,10.7,20,77,40249
Washington,Garfield,Washington_Garfield,1436.113089,16,4,4.5,9,16,31,8,22,45,1,0,26.14933965,96,2,2,1,1686,39,28,1628,348,69,16,92408,58,3,2,408.1056964,7.7,11,71,947
Washington,Grant,Washington_Grant,1079,24,4.7,4.6,6,17,39,7.4,29,55,23,464,33,10953,41,52,233,1927,38,30,46272,12256,4195,19,107541,6023,80,259,331,11.3,15,73,40946
Washington,Grays Harbor,Washington_Grays Harbor,1423,19,4.5,4.8,8,19,36,7.4,23,67,13,300,23,5377,25,39,288,2844,34,43,48302,8979,3402,19,96208,3366,81,169,361,6.6,16,78,27878
Washington,Island,Washington_Island,971,14,3.6,4.2,5,14,27,8.3,19,75,11,228,12,4089,35,64,257,1946,38,41,58822,14412,2998,8,131004,2458,80,85,304,7.3,15,72,38203
Washington,Jefferson,Washington_Jefferson,494,14,3.7,4.3,5,14,27,7.6,16,79,8,64,8,1664,28,16,141,571,39,42,25687,3749,1231,17,114365,1028,29,65,183,6.3,14,71,11298
Washington,King,Washington_King,17699,13,3.2,3.7,7,10,22,8.9,16,95,167,11639,8,121875,2722,2493,11671,2343,42,53,1489884,609907,96440,8,193374,78366,2014,7230,6305,9.4,18,58,1200041
Washington,Kitsap,Washington_Kitsap,3034,15,3.7,4.2,6,15,31,8,19,78,22,1223,14,13724,185,217,1079,2254,41,47,178423,51966,9952,10,139888,11411,216,683,914,4.6,15,68,128516
Washington,Kittitas,Washington_Kittitas,422,18,4.2,4.6,7,16,32,7.5,20,56,12,277,6,3225,28,23,89,1766,36,46,26537,7402,1998,11,116307,1531,41,48,149,7.2,21,74,22583
Washington,Klickitat,Washington_Klickitat,337,18,4.3,4.6,8,17,33,7.7,22,60,5,69,19,1820,13,6,43,2170,38,27,14612,3243,808,17,103965,482,15,19,89,7.9,17,66,8914
Washington,Lewis,Washington_Lewis,1350,19,4.5,4.8,6,19,32,7.6,22,48,16,305,28,5884,36,54,389,2574,35,37,50433,10888,3284,16,103665,3379,75,145,368,8.1,17,78,31684
Washington,Lincoln,Washington_Lincoln,154,17,4.2,4.7,6,17,34,7.2,22,39,5,26,17,581,4,4,14,3582,47,24,7212,1426,318,15,106281,227,16,10,52,10.3,9,69,4368
Washington,Mason,Washington_Mason,1043,19,4.4,4.8,6,19,36,7.7,24,50,15,247,30,5117,16,23,178,2453,42,42,42974,7355,2508,18,109600,2604,41,134,312,7,16,75,25035
Washington,Okanogan,Washington_Okanogan,678,23,4.9,4.9,7,20,31,7.3,24,52,15,142,34,4665,32,31,123,1952,32,27,24950,4751,1759,31,87973,3047,52,73,195,12.2,16,72,16773
Washington,Pacific,Washington_Pacific,473,20,4.5,4.8,7,18,34,7.5,23,46,6,43,22,1604,5,8,96,2736,41,42,15524,2177,914,18,97292,834,29,33,105,6.4,12,73,7617
Washington,Pend Oreille,Washington_Pend Oreille,253,18,4.4,4.9,7,18,31,7.1,22,58,8,25,23,893,6,4,33,2054,35,30,9133,1132,530,24,100194,602,11,17,70,11.3,17,75,4888
Washington,Pierce,Washington_Pierce,10363,17,3.9,4.4,7,17,32,8,20,75,105,6344,17,57627,678,756,4823,3112,36,47,552801,170995,43374,9,136504,41597,608,3862,3244,8.5,17,76,428792
Washington,San Juan,Washington_San Juan,156,13,3.5,4,3,12,26,7.446606626,16,81,2,22,26.14933965,1196,14,12,79,1010,38,44,13327,2141,665,11,131006,396,23,9,65,6.5,20,67,7699
Washington,Skagit,Washington_Skagit,1482,18,4,4.4,6,16,30,8,20,64,24,494,20,9725,106,98,657,2680,43,48,81522,19289,6124,12,126060,5902,129,238,459,6.3,19,77,56851
Washington,Skamania,Washington_Skamania,140,17,4.1,4.6,7,17,33,8.5,22,72,3,31,16,691,84.03515233,1,19,2611,33,30,8263,1524,509,14,123644,662,5,10,48,7,15,82,5223
Washington,Snohomish,Washington_Snohomish,8181,15,3.6,4.1,6,14,30,8.9,19,79,68,2909,11,50923,425,620,3008,2450,38,50,523575,167980,37293,8,157977,31104,573,1577,2722,8.2,16,72,409908
Washington,Spokane,Washington_Spokane,6548,17,4.1,4.6,7,16,32,7.9,20,78,75,2670,16,29350,466,424,2523,2292,49,48,331342,101016,22519,15,114624,24180,473,1729,2368,10.4,16,76,236263
Washington,Stevens,Washington_Stevens,696,18,4.5,4.9,6,19,31,6.8,22,40,8,95,19,3092,34,24,189,1944,34,27,29798,4707,1746,20,103911,1648,35,46,224,11.2,15,81,16759
Washington,Thurston,Washington_Thurston,3160,15,3.8,4.3,6,14,33,8,18,68,34,1201,15,16174,279,220,1263,2633,37,47,188570,57808,11947,10,130971,11614,271,641,1004,7.9,15,77,132522
Washington,Wahkiakum,Washington_Wahkiakum,1436.113089,17,4.1,4.6,6,17,35,8.1,22,0,1,8,26.14933965,245,84.03515233,3,15,3129,43,41,3110,422,124,18,108015,37,4,5,27,6.3,9,75,1351
