State,County,State_County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Workers_Drive_Alone_to_Work
Texas,Rusk,Texas_Rusk,909,23,4.4,4.7,8,20,38,7.1,31,41,12,130,34,8119,11,17,17,5203,37,45,30695,7589,1619,18,104552,2796,60,199,225,9.9,13,87,21613
Texas,Sabine,Texas_Sabine,237,24,4.8,5.4,8,23,38,6.3,32,75,3,29,44,1450,2,3,1,3936,31,41,6811,921,423,25,85897,419,12,32,57,9.7,16,90,3101
Texas,San Augustine,Texas_San Augustine,191,26,4.9,5.3,9,23,41,5.5,35,41,9,11,43,1240,2,4,1,2866,35,49,5051,662,290,30,80694,377,5,31,41,9.8,15,78,2960
Texas,San Jacinto,Texas_San Jacinto,570,25,4.7,5.1,9,22,40,7.1,33,68,13,51,36,5018,2,1,4,5915,30,43,17621,2532,940,26,102454,1168,9,57,128,10,15,79,10491
Texas,San Patricio,Texas_San Patricio,1081,28,4.4,4.4,9,17,41,6.8,37,62,11,334,38,10456,17,29,26,3362,40,41,35012,8739,2998,22,116068,6406,66,244,222,10.1,16,86,27945
Texas,San Saba,Texas_San Saba,104,26,4.6,4.7,6,20,38,6.5,34,5,1,12,33,1210,2,1,2,2766,34,27,3392,638,114,26,83605,184,9,7,21,8.3,14,70,2445
Texas,Schleicher,Texas_Schleicher,1436.113089,24,4,4.2,7,15,37,8.1,32,75,0,6,23,553,84.03515233,0,1,3780,36,31,1523,314,84,19,96088,5,3,0,10,7.6,12,87,1078
Texas,Scurry,Texas_Scurry,268,26,4.5,4.6,9,19,38,7.9,34,33,3,67,58,2820,11,9,4,3714,28,33,8994,2458,512,18,106057,674,19,53,72,7.6,11,82,6631
Texas,Shackelford,Texas_Shackelford,1436.113089,20,4,4.7,6,18,34,7.4,27,79,1,9,24,578,1,0,2,3653,34,51,1989,519,94,16,89568,234,9,4,10,7.5,15,88,1460
Texas,Shelby,Texas_Shelby,445,28,4.9,5.2,8,22,40,6.6,36,34,11,86,40,5297,5,8,15,4638,26,41,12826,2558,772,24,84528,1948,29,71,119,9.9,14,83,9701
Texas,Sherman,Texas_Sherman,1436.113089,24,4.2,4.4,5,17,37,7.1,32,55.14122635,1,593.7559524,21,720,84.03515233,0,316.050034,6969,29,35,1518,361,40,17,115870,66,5,5,408.1056964,6.2,9,77,1469
Texas,Smith,Texas_Smith,3163,22,4.2,4.6,8,17,38,7.1,28,69,47,895,29,39717,239,149,339,4194,44,52,131720,38557,7343,18,115459,12903,299,737,799,9.8,16,82,102609
Texas,Somervell,Texas_Somervell,122,22,4.2,4.7,7,19,36,7.3,30,76,3,12,15,1303,6,3,2,2901,45,48,5767,1120,280,13,122250,175,6,10,45,8.8,19,80,3730
Texas,Starr,Texas_Starr,769,42,5.9,5,9,21,47,4.3,48,34,9,172,59,17283,14,8,12,5325,24,28,20549,7138,4559,35,69957,8422,16,167,114,11,22,72,22122
Texas,Stephens,Texas_Stephens,174,25,4.6,4.8,8,20,38,6.2,33,45,2,31,46,1633,3,4,5,4805,32,41,5068,1006,245,24,87553,816,8,18,49,7.8,11,80,3442
Texas,Sterling,Texas_Sterling,1436.113089,24,4.2,4.4,8.21113307,18,38,5.7,33,55.14122635,2,593.7559524,26.14933965,209,0,0,316.050034,2268,39,43,679,94,36,14,125833,212,3,2,408.1056964,7.5,8,89,585
Texas,Stonewall,Texas_Stonewall,1436.113089,23,4.4,4.9,8.21113307,20,37,7.4,32,55.14122635,0,593.7559524,26.14933965,192,1,0,4,3746,20,13,719,86,29,23,98533,115,4,1,10,7.2,7,86,694
Texas,Sutton,Texas_Sutton,1436.113089,26,4.1,4.2,7,15,38,7.9,34,77,1,9,42,628,4,2,316.050034,3391,36,46,1859,518,120,17,115460,318,6,6,408.1056964,7.7,12,84,1719
Texas,Swisher,Texas_Swisher,133,31,5,4.8,9,20,41,6,38,45,0,20,46,1429,1,1,316.050034,4298,30,27,3686,692,132,27,73806,423,10,40,39,6.9,15,79,2674
Texas,Tarrant,Texas_Tarrant,22213,20,3.8,4.2,8,15,38,7.5,29,94,192,8885,24,347063,1245,1300,3051,4685,42,50,1156056,381760,79553,15,133862,141835,1457,7977,5461,8.5,17,80,1021907
Texas,Taylor,Texas_Taylor,2139,22,4.1,4.6,9,17,37,6.7,29,86,16,512,33,21168,99,117,261,4177,42,45,75388,21949,3608,17,108387,9576,172,580,531,7.9,14,79,67819
Texas,Terrell,Texas_Terrell,1436.113089,26,4.3,4.3,8.21113307,16,39,4.8,33,55.14122635,1,0,26.14933965,101,0,0,0,3687,29,11,664,121,18,13,81286,46,0,2,408.1056964,7.5,3,72,332
Texas,Terry,Texas_Terry,227,32,5,4.8,9,20,41,5.8,40,47,3,70,62,2487,5,5,1,7215,20,41,5457,1243,354,27,94531,883,10,33,52,7.4,17,75,4942
Texas,Throckmorton,Texas_Throckmorton,1436.113089,21,4.3,4.8,8.21113307,19,36,4,30,57,1,0,40,257,1,0,1,3657,34,21,928,169,31,28,95684,122,3,0,10,7.5,7,80,682
Texas,Titus,Texas_Titus,470,28,4.7,4.7,7,19,39,6.5,36,51,5,87,39,6864,14,17,23,4604,31,40,15623,3504,891,21,92866,2839,30,116,111,9.6,17,81,14185
Texas,Tom Green,Texas_Tom Green,1627,22,4,4.3,8,16,37,7.1,31,71,23,754,31,16924,88,72,190,4873,47,52,65850,19247,3406,17,109230,6999,130,375,364,8,14,78,57579
Texas,Travis,Texas_Travis,9652,17,3.4,3.8,7,12,25,7.8,22,95,138,7681,22,185356,1119,935,4085,3296,42,51,781592,345653,46579,11,156703,63188,1143,4358,3593,10.2,19,70,692866
Texas,Trinity,Texas_Trinity,364,25,4.7,5.2,8,23,38,6.4,33,79,9,31,44,2283,2,1,4,5590,32,37,8864,1168,429,27,95476,912,21,25,83,9.9,12,85,5162
Texas,Tyler,Texas_Tyler,462,24,4.5,5,8,22,38,5.6,33,48,3,21,39,2983,4,2,6,5505,30,32,12429,1730,727,28,98043,1211,26,64,114,10.1,14,86,6113
Texas,Upshur,Texas_Upshur,734,22,4.4,5,8,21,37,7.3,30,30,8,58,33,6255,12,7,18,4891,38,44,24408,4781,1345,18,113625,2639,32,118,164,9.7,13,83,16488
Texas,Upton,Texas_Upton,62,27,4.4,4.5,8,17,38,7.8,35,66,6,12,45,630,2,0,316.050034,4168,33,19,1833,349,103,17,96281,251,0,3,15,7.7,10,89,1508
Texas,Uvalde,Texas_Uvalde,402,30,4.6,4.4,7,17,41,5.6,37,72,2,93,46,5374,10,11,15,3305,30,32,12728,3533,728,31,86890,2736,28,73,88,8.7,15,79,11151
Texas,Val Verde,Texas_Val Verde,632,32,4.8,4.4,7,17,41,5.8,39,77,4,212,56,9402,17,16,26,4410,28,25,20807,7652,1794,24,97449,4581,38,68,117,8.7,17,81,21044
Texas,Van Zandt,Texas_Van Zandt,942,22,4.4,5,7,21,36,6.7,30,27,12,101,29,10703,7,12,20,4050,38,42,33124,6755,1601,18,109677,3156,67,62,241,9.5,13,79,22116
Texas,Victoria,Texas_Victoria,1287,25,4.2,4.4,8,18,38,7.2,32,73,22,466,37,15208,69,52,152,5551,42,51,50349,13478,3411,24,113341,7020,85,393,296,9.7,16,80,41660
Texas,Walker,Texas_Walker,910,24,4.4,4.6,9,20,38,7.3,33,71,22,530,16,8758,21,29,47,4828,35,45,40153,9443,1742,21,85734,2844,46,264,197,9.9,22,83,25569
Texas,Waller,Texas_Waller,590,24,4.3,4.6,8,18,39,7.1,33,21,14,264,18,10533,8,9,14,5756,34,44,25398,7091,1846,17,130907,2858,26,165,172,10.2,20,82,23169
Texas,Ward,Texas_Ward,190,27,4.4,4.4,9,17,38,8.4,35,81,8,40,46,2180,2,77.17398427,2,6274,18,27,5862,1528,582,14,103649,603,9,58,52,7.5,12,83,5087
Texas,Washington,Texas_Washington,452,21,4.1,4.6,8,18,37,7.4,30,60,10,65,20,5103,20,18,26,2843,48,46,20646,3955,866,18,116561,1685,52,82,107,9.6,15,80,15617
Texas,Webb,Texas_Webb,2592,34,5,4.5,8,17,42,6.8,39,92,34,1132,52,73316,84,89,109,4850,27,37,104327,35642,9819,30,100771,28228,97,1031,592,10.4,27,81,110334
Texas,Wharton,Texas_Wharton,646,28,4.6,4.7,9,18,39,7.5,35,61,5,154,43,8663,15,23,21,5699,30,40,21513,5221,1448,21,108943,2786,64,182,158,9.6,18,87,17748
Texas,Wheeler,Texas_Wheeler,99,25,4.5,4.9,7,20,38,7.3,33,40,2,5,28,1058,2,2,3,4884,34,27,2802,686,134,20,93986,338,11,7,25,6.9,16,83,2450
Texas,Wichita,Texas_Wichita,2138,22,4.3,4.7,8,19,38,6.4,30,69,22,518,36,18616,111,103,230,4670,41,45,74773,20729,3686,21,97700,8733,131,498,498,8.5,17,75,61655
Texas,Wilbarger,Texas_Wilbarger,256,28,4.9,5,9,21,39,5.6,37,21,4,34,46,2192,4,4,18,5822,27,50,6925,1738,290,21,89270,505,15,42,51,7.7,14,80,6040
Texas,Willacy,Texas_Willacy,322,38,5.5,4.7,8,20,46,4.6,45,11,7,82,40,3443,7,1,6,6312,23,49,9482,2179,790,34,81365,2031,10,160,62,10.8,18,83,8403
Texas,Williamson,Texas_Williamson,4314,16,3.2,3.9,7,12,32,7.8,24,89,53,1435,12,63856,406,352,842,2915,45,52,354174,131156,18646,6,157402,25235,368,834,1192,10.1,12,77,286608
Texas,Wilson,Texas_Wilson,585,21,3.8,4.2,7,15,37,8.6,29,56,8,100,18,7054,22,15,20,3261,36,37,30081,7003,1396,12,144249,2036,28,64,174,9.5,13,79,22869
Texas,Winkler,Texas_Winkler,139,29,4.5,4.5,10,18,39,8.5,36,96,12,35,43,1458,2,2,316.050034,5036,15,22,3130,852,376,17,114448,251,6,10,52,7.5,14,83,3424
Texas,Wise,Texas_Wise,1029,21,4.1,4.7,6,18,37,7.7,30,32,23,134,24,12717,28,17,27,4590,35,48,39333,9479,2099,12,127300,3553,69,102,279,9.5,14,80,31342
Texas,Wood,Texas_Wood,900,22,4.3,4.9,6,20,36,6.7,30,25,12,80,29,6987,19,17,16,3311,41,41,28065,4059,1179,21,104848,2242,61,76,211,9.6,15,79,16409
Texas,Yoakum,Texas_Yoakum,115,29,4.5,4.4,6,18,39,8.6,36,79,2,19,43,2004,3,1,2,4560,26,15,3511,1100,421,15,145238,332,8,16,37,7.4,13,73,3455
Texas,Young,Texas_Young,347,23,4.3,4.8,5,19,36,6.7,31,68,1,47,40,3309,16,13,11,4841,29,42,10558,2670,410,22,106545,1091,21,31,97,8,11,80,8049
Texas,Zapata,Texas_Zapata,167,38,5.5,4.8,8,19,43,6.2,44,25,2,36,61,3521,1,2,316.050034,6126,25,36,5196,1387,571,40,78656,1306,3,14,34,10.2,25,70,4954
Texas,Zavala,Texas_Zavala,189,40,5.8,4.9,8,20,46,4.3,46,55.14122635,5,59,50,2076,1,4,6,5327,21,26,5377,1565,484,39,71803,2010,4,18,36,9.1,17,87,4730
Utah,Beaver,Utah_Beaver,67,18,4.1,4.5,8,12,31,8.2,23,75,0,11,31,747,6,5,5,4248,32,23,3537,1110,112,11,105581,156,0,3,32,4.9,11,73,2816
Utah,Box Elder,Utah_Box Elder,527,16,3.9,4.5,7,11,34,8.2,22,71,7,84,20,4863,17,38,272,1841,41,44,30392,8800,1152,8,109257,1926,17,65,229,8.6,9,78,24357
Utah,Cache,Utah_Cache,750,16,4,4.4,6,10,34,7.6,19,81,6,278,9,10396,57,86,243,1910,44,50,60016,24436,1910,9,107327,5015,37,79,334,9.4,14,74,60530
Utah,Carbon,Utah_Carbon,307,19,4.3,4.7,10,13,34,7,26,52,3,42,20,1611,7,20,46,3770,42,50,12222,3466,445,15,88262,1168,11,25,107,5.7,17,82,8153
Utah,Daggett,Utah_Daggett,1436.113089,15,3.7,4.4,8.21113307,11,30,7.7,20,97,1,0,26.14933965,64,0,0,316.050034,4043.9236,27,55,366,107,18,8,115100,0,0,1,408.1056964,5.5,6,47,282
Utah,Davis,Utah_Davis,2479,15,3.4,4,7,8,34,8.6,20,85,19,1087,11,25911,174,244,837,1672,43,52,197441,76837,7168,5,143716,14522,79,346,961,8.4,10,78,169350
Utah,Duchesne,Utah_Duchesne,239,19,4.4,4.8,7,14,33,7.5,26,50,1,21,30,2526,9,12,36,3401,28,42,10485,2824,603,13,106000,1080,3,90,108,6.8,13,78,7783
Utah,Emery,Utah_Emery,142,17,4.2,4.7,6,12,35,7,22,39,5,11,17,806,1,3,11,3287,33,39,5992,1549,206,13,104227,536,0,18,65,5.4,8,80,3898
Utah,Garfield,Utah_Garfield,61,17,4.1,4.6,7,12,31,5.5,23,22,4,593.7559524,18,632,2,1,6,2174,42,34,3263,727,269,13,88500,190,0,408.619451,33,4.8,14,69,2145
Utah,Grand,Utah_Grand,125,16,3.8,4.4,6,11,29,8,21,95,5,32,27,1265,12,7,24,1049,36,47,6695,1919,587,14,91958,651,4,26,63,4.9,16,79,5344
Utah,Iron,Utah_Iron,491,18,4.3,4.7,8,11,33,6.4,20,62,2,145,17,5683,21,27,177,2084,44,46,27904,8942,1115,15,97349,2904,22,134,186,4.8,16,76,23152
Utah,Juab,Utah_Juab,125,18,4.2,4.8,6,13,35,7.1,23,56,6,15,18,1158,8,4,62,5896,35,48,6046,1480,172,10,119278,472,0,9,67,6,10,76,4978
Utah,Kane,Utah_Kane,96,16,3.9,4.5,7,11,31,6.7,21,47,5,12,17,586,3,2,17,2402,36,38,5120,1395,206,13,103919,336,0,23,35,4.9,11,72,3299
Utah,Millard,Utah_Millard,135,19,4.3,4.6,8,12,32,7.9,25,53,7,18,20,1581,6,10,22,2007,40,44,7100,1570,192,14,106401,485,0,36,81,5.7,9,74,5365
Utah,Morgan,Utah_Morgan,71,12,3.3,4,7,9,29,9.4,18,88,5,13,4,853,11,3,3,1785,39,49,6550,2235,186,4,172643,298,0,408.619451,27,7.6,10,81,4864
Utah,Piute,Utah_Piute,1436.113089,19,4.4,4.7,8.21113307,13,34,2.7,25,9,1,593.7559524,26.14933965,132,0,0,9,2610,43,32,1231,137,30,32,76458,4,0,1,408.1056964,4.8,9,82,548
Utah,Rich,Utah_Rich,1436.113089,16,4,4.5,7,11,31,4.6,22,41,3,593.7559524,26.14933965,213,84.03515233,1,1,1483,28,38,1345,366,40,13,101500,50,0,2,10,6.5,6,78,880
Utah,Salt Lake,Utah_Salt Lake,10149,16,3.6,4,8,9,31,8.5,21,92,88,5210,18,115752,904,922,6211,2110,42,51,665272,252180,32591,7,139587,52322,519,4261,4070,10,14,73,592013
Utah,San Juan,Utah_San Juan,225,25,5.5,5.6,7,17,38,4.2,25,18,15,53,26,2197,10,14,25,3387,22,21,7879,2104,554,23,91882,1074,0,15,105,5.2,20,78,5622
Utah,Sanpete,Utah_Sanpete,286,19,4.3,4.7,8,13,32,7.5,25,43,2,47,11,3483,15,14,267,2946,35,42,16740,4468,472,16,102809,804,3,16,126,5.8,14,72,12342
Utah,Sevier,Utah_Sevier,270,18,4.4,4.8,8,13,34,8,23,50,4,40,25,2073,10,15,50,2073,41,48,12263,3228,416,12,98223,836,3,21,106,5.3,9,78,8753
Utah,Summit,Utah_Summit,244,11,3.1,3.7,9,7,22,8.7,16,94,4,122,7,3728,57,22,87,1701,50,56,26592,7509,1760,5,221956,1696,34,55,114,7.7,13,68,22483
Utah,Tooele,Utah_Tooele,634,17,3.9,4.4,8,11,34,8.3,23,84,19,175,17,6823,10,22,80,2962,36,45,37399,12428,1667,6,129781,3214,18,178,247,8.6,9,74,32342
Utah,Uintah,Utah_Uintah,437,20,4.6,4.9,8,14,36,7.4,25,55,11,71,27,5076,11,19,52,3859,28,46,18481,5320,1228,13,105923,1703,10,47,162,5.7,13,77,14082
Utah,Utah,Utah_Utah,3649,14,3.7,4.2,6,7,30,8,19,80,26,1255,9,53785,266,394,1965,1807,43,49,295162,135364,11774,7,134988,21227,118,449,1526,9.1,15,72,287723
Utah,Wasatch,Utah_Wasatch,214,13,3.3,3.9,7,8,29,8.3,18,66,11,54,13,3419,17,18,37,1783,50,52,19006,6462,1046,6,158750,1008,9,27,94,7.4,16,75,16176
Utah,Washington,Utah_Washington,1647,16,3.9,4.4,7,9,30,7.3,19,82,16,483,15,20380,99,118,554,2039,44,48,105213,28852,4201,9,113743,6508,57,235,641,5.6,17,77,71112
Utah,Wayne,Utah_Wayne,1436.113089,17,4.1,4.5,11,11,33,6.6,22,44,0,593.7559524,16,327,1,3,20,1803,45,22,1632,362,108,17,89105,133,0,408.619451,14,4.6,12,63,1152
Utah,Weber,Utah_Weber,2670,18,3.9,4.3,8,10,36,8.1,24,84,15,931,21,22325,112,210,673,1790,42,46,145418,45470,6210,8,120239,13859,90,603,1047,9.1,13,79,125500
Vermont,Addison,Vermont_Addison,369,12,3.4,4.3,6,15,25,9,18,56,9,110,7,1650,42,19,117,2447,44,55,24194,5233,989,8,128611,837,36,29,131,6.7,14,71,19560
Vermont,Bennington,Vermont_Bennington,536,14,3.8,4.6,8,18,26,8.4,21,75,5,75,16,1598,36,32,175,3905,49,51,23565,4885,1128,14,118036,1916,50,57,172,6,15,75,16613
Vermont,Caledonia,Vermont_Caledonia,431,16,3.9,4.8,7,19,29,8.4,23,56,8,77,12,1320,25,22,117,2730,41,38,20012,4152,819,11,100550,1210,38,35,166,5.9,15,76,14752
Vermont,Chittenden,Vermont_Chittenden,1365,12,3.3,4.2,6,13,23,8.7,17,78,10,564,4,6400,306,160,1147,2371,46,60,102651,34785,4451,7,142415,5969,195,209,570,6.5,17,70,90401
Vermont,Essex,Vermont_Essex,108,18,4.3,5.1,5,23,30,7.5,27,24,2,22,11,289,1,3,4,3295,40,42,4198,615,170,18,86679,261,4,1,39,5.8,15,81,2706
Vermont,Franklin,Vermont_Franklin,607,14,3.8,4.7,6,18,32,8.9,23,45,13,139,18,2199,27,24,129,3787,43,44,31427,7831,1383,10,114385,1716,44,68,200,6.9,14,82,24700
Vermont,Grand Isle,Vermont_Grand Isle,1436.113089,13,3.4,4.3,6,16,26,9.3,20,30,1,21,13,301,5,1,2,3640,48,54,5028,987,237,11,137434,187,4,3,31,6.8,17,80,3447
Vermont,Lamoille,Vermont_Lamoille,276,14,3.7,4.6,6,17,27,8.7,23,60,7,45,12,1392,22,13,132,2515,44,57,16474,4560,1048,9,125708,1234,22,14,95,5.9,21,76,13684
Vermont,Orange,Vermont_Orange,383,14,3.7,4.7,8,17,32,8.6,22,42,2,65,10,1371,26,9,103,3357,45,44,19739,3964,743,12,111650,1040,30,6,130,6.3,17,74,15031
Vermont,Orleans,Vermont_Orleans,450,16,4.1,4.9,8,21,33,8,25,39,10,72,22,1337,19,17,78,3233,43,29,17589,3413,1008,16,104158,1056,26,38,138,6.2,18,78,12936
Vermont,Rutland,Vermont_Rutland,953,14,3.7,4.6,7,19,32,8.3,22,70,11,125,11,2381,45,45,197,3507,49,48,40028,7830,2031,13,107644,1945,68,97,333,7.5,19,81,28927
Vermont,Washington,Vermont_Washington,669,13,3.5,4.4,7,16,27,8.3,19,60,7,169,11,2310,61,49,335,2383,47,55,39300,9648,1596,9,117296,3385,121,60,267,6.2,15,73,30879
Vermont,Windham,Vermont_Windham,614,14,3.8,4.6,7,18,23,8.1,19,59,11,81,15,1927,42,28,329,3026,44,40,29763,5709,1327,14,106267,2167,59,73,245,6.3,19,71,21160
Vermont,Windsor,Vermont_Windsor,768,13,3.5,4.4,7,16,27,8.8,20,62,13,137,12,2646,62,34,319,3029,46,41,39364,8622,1483,9,116847,2183,77,51,310,6.6,17,76,27320
Virginia,Accomack,Virginia_Accomack,676,24,4.7,5,10,21,40,8.5,34,32,9,232,29,3601,14,15,38,2963,43,47,19636,3188,1041,24,90561,2426,36,74,136,6.6,13,72,13492
Virginia,Albemarle,Virginia_Albemarle,925,14,3.3,4,6,14,28,8.8,24,71,17,381,5,7182,157,113,184,3287,53,62,68406,21108,3002,7,160481,4730,114,106,333,6.1,14,73,52452
Virginia,Alleghany,Virginia_Alleghany,300,22,4.6,5.2,8,23,36,7.2,31,100,4,44,25,1040,7,4,5,8741,41,57,9967,1545,444,18,98206,810,25,31,62,7,11,88,5997
Virginia,Amelia,Virginia_Amelia,247,20,4.2,4.9,7,21,35,8.6,30,1,11,52,14,1208,1,5,9,4324,43,46,7937,1233,357,12,119500,523,13,15,87,7.5,13,88,6211
Virginia,Amherst,Virginia_Amherst,523,20,4.3,4.9,8,20,36,8.4,30,57,6,114,20,2436,7,7,6,3671,34,53,19831,4116,823,16,108941,1566,49,43,143,7.5,11,81,14834
Virginia,Appomattox,Virginia_Appomattox,252,20,4.3,4.9,9,20,36,8.6,30,50,4,74,27,1485,2,1,3,4189,33,54,9894,2236,410,18,100713,789,26,18,60,7.4,10,86,7087
Virginia,Arlington,Virginia_Arlington,1219,11,2.7,3.3,7,9,24,9.3,18,100,6,1148,8,12911,185,170,518,2650,39,52,165755,87659,6773,7,220946,6993,339,345,342,7.4,16,47,149871
Virginia,Augusta,Virginia_Augusta,989,18,4,4.7,6,20,33,8.4,30,44,24,215,16,5609,36,25,59,4188,52,57,49416,9068,1702,12,108801,2469,99,93,296,7.2,10,85,35347
Virginia,Bath,Virginia_Bath,1436.113089,22,4.8,5.3,6,23,35,7.8,33,100,2,11,27,310,84.03515233,2,1,6562,52,34,2947,763,227,16,124633,131,5,5,24,6.3,10,87,1908
Virginia,Bedford,Virginia_Bedford,1114,16,3.8,4.6,7,18,33,8.9,27,44,24,161,14,5649,62,27,62,4043.9236,41.97693786,42.92699328,52688,10965,1937,9,120748,2669,98,64,329,7.9,8,85,36115
Virginia,Bland,Virginia_Bland,123,19,4.2,4.8,9,21,34,8.2,28,91,0,20,15,327,84.03515233,3,3,4676,41,45,4391,792,158,14,87903,230,5,5,35,7.1,9,92,2266
Virginia,Botetourt,Virginia_Botetourt,425,16,3.7,4.5,7,17,31,8.3,26,65,6,66,10,1858,17,10,15,3190,46,54,23122,4431,777,8,127327,941,61,35,134,7.6,9,87,15817
Virginia,Brunswick,Virginia_Brunswick,328,26,4.8,5,12,23,41,7.4,35,8,7,111,30,1303,4,3,7,6011,46,47,9500,1859,474,25,90185,1445,13,22,82,7.6,13,84,6128
Virginia,Buchanan,Virginia_Buchanan,539,28,5.5,5.8,9,28,38,6.8,37,25,4,20,36,1836,5,4,7,7894,32,32,11741,2127,614,30,70097,1158,15,50,113,7.5,13,83,6179
Virginia,Buckingham,Virginia_Buckingham,263,24,4.7,5,9,23,41,8.2,34,5,14,91,18,1367,4,9,8,4395,46,42,10677,1973,467,22,91824,870,22,22,80,7.3,15,83,6471
Virginia,Campbell,Virginia_Campbell,811,20,4.3,4.9,8,20,36,8.6,29,43,18,239,19,4462,8,8,13,4383,34,55,35469,8126,1506,13,99316,2382,75,110,233,7.8,10,87,25798
Virginia,Caroline,Virginia_Caroline,505,20,4,4.6,9,19,35,9.3,29,40,13,150,23,2384,5,6,12,5693,41,48,18161,4150,1009,14,124059,2114,29,43,154,7.8,9,78,15789
Virginia,Carroll,Virginia_Carroll,485,21,4.5,5.1,7,23,34,8.2,32,41,6,74,26,2677,27,8,12,4934,45,52,18275,3383,1075,19,83024,1005,33,29,119,7.4,11,84,12358
Virginia,Charles City,Virginia_Charles City,144,23,4.5,5,11,22,39,9.1,32,6,6,31,17,722,2,1,2,4123,50,50,4454,753,235,16,108391,215,12,5,36,6.5,13,83,3243
Virginia,Charlotte,Virginia_Charlotte,221,25,5.1,5.4,11,25,40,6.4,35,12,7,58,19,1113,6,4,3,4583,36,44,7032,1299,285,26,86102,1042,13,27,78,7.7,13,76,4729
Virginia,Chesterfield,Virginia_Chesterfield,3976,17,3.4,4.1,8,15,36,8.8,27,69,43,1819,11,26720,300,274,710,3458,48,55,217618,63459,10971,9,148267,19595,298,455,1299,6.6,11,81,175726
Virginia,Clarke,Virginia_Clarke,188,16,3.7,4.4,6,17,32,9.3,25,65,4,27,9,1080,5,5,9,3537,31,54,9707,1831,341,7,156711,401,23,11,69,7.6,18,78,7148
Virginia,Craig,Virginia_Craig,1436.113089,16,3.8,4.7,8,19,31,8.4,26,95,1,21,21,251,2,3,316.050034,3943,38,48,3521,430,116,16,110880,153,3,3,28,6.9,4,90,2250
Virginia,Culpeper,Virginia_Culpeper,655,19,3.9,4.5,7,17,32,9.1,29,62,14,171,22,4744,18,20,101,4211,38,50,30619,7254,1214,12,137578,2417,45,79,222,7.4,14,78,24529
Virginia,Cumberland,Virginia_Cumberland,159,22,4.5,5,9,22,38,6.7,33,41,4,69,17,797,4,1,4,4299,41,45,6231,1446,280,22,94562,513,3,18,41,7.3,14,82,4975
Virginia,Dickenson,Virginia_Dickenson,363,26,5.3,5.7,8,26,36,7.446606626,36,53,4,34,30,1076,4,1,11,3365,44,40,8406,2017,378,23,72625,772,3,30,102,7.4,16,89,4419
Virginia,Dinwiddie,Virginia_Dinwiddie,467,21,4.2,4.8,10,21,36,8.2,31,18,14,127,13,2273,4,2,6,5004,45,50,17262,3874,861,16,117759,1279,18,70,109,7.8,11,85,13340
Virginia,Essex,Virginia_Essex,192,24,4.7,5.1,14,22,40,7,36,31,3,77,18,936,2,6,3,3785,56,54,6499,1027,382,20,88671,722,14,24,42,7.1,15,81,4671
Virginia,Fairfax,Virginia_Fairfax,6630,13,2.9,3.5,7,11,24,9.6,21,99,58,3781,9,89030,1274,1253,2366,2497,37,51,726047,261401,36515,7,229920,43350,1003,1095,2078,8.9,15,67,613051
Virginia,Fauquier,Virginia_Fauquier,804,14,3.4,4.2,6,15,32,9.5,24,59,15,190,10,5392,36,40,70,3971,36,52,44678,11202,1721,6,190131,2842,91,44,264,7.8,11,80,35369
Virginia,Floyd,Virginia_Floyd,241,19,4.2,4.9,7,20,30,8,28,21,4,24,17,1443,7,3,11,2682,37,51,10422,2073,409,14,96795,360,21,20,73,7.2,9,78,7402
Virginia,Fluvanna,Virginia_Fluvanna,325,15,3.5,4.4,7,16,31,9.3,23,40,3,88,13,1854,5,3,25,3240,57,61,18283,4601,722,8,138993,1043,18,26,89,7.3,10,77,12772
Virginia,Franklin,Virginia_Franklin,889,20,4.3,4.9,8,21,38,8,30,36,16,171,19,4259,22,9,49,3454,48,54,36168,6284,1422,17,106863,2225,57,85,288,7.8,13,81,24064
Virginia,Frederick,Virginia_Frederick,1073,17,3.7,4.4,7,17,33,8.9,26,71,25,270,17,6852,43,12,57,4847,35,53,53946,13134,2260,9,142300,4040,73,93,326,7.3,11,84,42636
Virginia,Giles,Virginia_Giles,369,19,4.2,4.9,9,21,34,8.7,28,79,3,27,32,1187,6,6,3,4149,46,34,10930,2333,484,16,94975,553,19,25,83,7.3,9,87,7403
Virginia,Gloucester,Virginia_Gloucester,605,17,3.9,4.6,7,18,29,8.9,27,57,6,121,14,2826,21,14,72,3301,48,52,24348,5485,1045,12,123088,1329,30,42,163,6.9,11,85,18224
