State,County,State_County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Workers_Drive_Alone_to_Work,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation_Black_white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Nevada,Douglas,Nevada_Douglas,661,15,3.7,4.4,9,16,31,7.5,23,76,9,112,11,3903,27,36,72,2343,47,47,35476,6370,1934,11,129385,1776,38,73,217,7.3,16,75,21060,81.1,661,12,115.0238291,11,8,47,5350,5658,26,31,35,3165,92,91,9.393120393,3.2,3,0.02,10563,0.77,84317,35,55,20,13,3,74,51,24.62576375,132,15688,2640,90,49088,49.7,14829
Nevada,Elko,Nevada_Elko,602,19,4.1,4.6,8,19,35,8.5,27,66,16,186,30,6002,20,25,44,2840,29,34,29421,7669,1527,13,134484,2770,28,215,235,6.9,9,65,25722,78.5,602,30,36,13,9,29,5170,1995,18,63,38,4564,60,83,10,2.9,2.7,0.21,11417,0.63,73914,44,68,22,13,5,83,80,24.62576375,121,12813,1506,87,53006,48.1,18478
Nevada,Esmeralda,Nevada_Esmeralda,1436.113089,23,4.8,4.9,8.21113307,21,37,3.9,30,5,1,593.7559524,26.14933965,103,1,0,0,1596,24,18,707,125,21,16,77222,13,0,1,408.1056964,5.9,5,73,383,76.89593099,1338.271252,71.92515924,115.0238291,16,11,376.6380917,130,342,125.2815804,97.09736158,40,82,0,88.27858293,9.393120393,3.007479324,2.980549369,0.32,12514.70415,0.84,35395,62,49.10587103,36,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,27,260,81,62,886,44,783
Nevada,Eureka,Nevada_Eureka,1436.113089,18,4.2,4.8,8.21113307,20,33,8.1,26,33,3,4,26.14933965,123,84.03515233,2,316.050034,2486,27,18,1156,138,36,13,112478,39,0,7,408.1056964,4.9,5,50,787,79,27,71.92515924,115.0238291,13,9,376.6380917,210,124,125.2815804,97.09736158,37,80,97,88.27858293,9.393120393,3.1,2.8,0.05,25287,0.53,68806,26,49.10587103,36,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,11,485,34,88,2065,45.6,1987
Nevada,Humboldt,Nevada_Humboldt,240,21,4.4,4.7,7,19,36,8.3,28,53,7,62,32,2150,8,7,17,3741,21,16,9389,2190,395,13,123217,681,15,57,92,6.4,11,61,8058,77,240,10,115.0238291,14,10,6,1750,857,12,19,38,1646,35,86,9.393120393,2.7,2.7,0.09,13115,0.58,72907,53,50,31,5,7.185520362,26,25,24.62576375,71,4526,453,85,16962,48.1,6260
Nevada,Lander,Nevada_Lander,92,21,4.5,4.8,13,20,35,8.7,28,84,2,30,39,579,2,1,3,3339,21,17,3342,880,150,11,124790,557,4,38,30,5.2,12,62,2431,75.6,92,71.92515924,115.0238291,14,10,376.6380917,510,241,125.2815804,13,39,444,36,78,9.393120393,3.1,2.9,0.01,12616,0.48,80894,43,49.10587103,37,3,7.185520362,94.68310727,87.70101277,24.62576375,30,1754,261,90,5514,48.5,2255
Nevada,Lincoln,Nevada_Lincoln,1436.113089,17,3.9,4.6,8,19,31,7.3,24,53,3,6,13,424,2,1,2,4176,26,34,3191,501,103,17,94763,282,0,2,20,4.9,10,72,1745,81.8,65,71.92515924,115.0238291,12,8,0,570,780,125.2815804,97.09736158,37,324,97,88,9.393120393,3.3,3.1,0.04,15348,0.8,60180,54,49.10587103,30,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,3,1453,189,73,5159,46.6,5345
Nevada,Lyon,Nevada_Lyon,1076,20,4.4,4.9,9,21,36,7.4,27,54,18,177,25,5867,11,12,90,3187,36,37,35008,7101,1968,13,105202,2451,27,142,300,9,12,82,22859,76.2,1076,16,115.0238291,14,10,61,6950,5093,48,78,38,4894,31,86,12,2.8,2.8,0.04,10341,0.75,63162,43,82,26,14,5,81,74,24.62576375,86,15865,2271,88,58319,48.7,19200
Nevada,Mineral,Nevada_Mineral,131,23,5,5.3,8,23,37,4.6,29,76,1,21,34,417,5,2,4,4518,23,23,2914,323,117,21,75185,344,0,6,25,7.1,14,78,1498,71.6,131,71.92515924,115.0238291,16,11,5,680,1562,125.2815804,97.09736158,40,345,66,88.27858293,9.393120393,2.9,2.5,0.17,14960,0.8,50069,53,42,33,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,33,1414,216,74,4518,50.3,1523
Nevada,Nye,Nevada_Nye,1259,22,4.7,5.1,10,23,36,4.3,29,16,16,93,29,4048,15,9,82,4201,30,31,30229,3947,1707,22,86814,2104,24,71,299,7.1,14,77,15073,74.1,1259,25,21,15,10,81,7100,15035,44,68,39,3467,92,80,9.393120393,2.7,2.4,0.05,12768,0.83,52783,99,50,28,5,5,89,71,24.62576375,24,13771,2389,75,48054,49,15500
Nevada,Pershing,Nevada_Pershing,103,21,4.3,4.5,6,20,34,8.2,27,23,0,10,33,545,1,3,5,2097,19,24,4245,834,123,19,104143,276,0,49,39,6.1,13,73,2164,77.7,103,71.92515924,115.0238291,14,10,13,760,299,125.2815804,10,38,422,30,88.27858293,9.393120393,2.7,2.3,0.03,18427,0.56,65000,57,49.10587103,25,1,7.185520362,12,87.70101277,24.62576375,35,1363,135,80,6573,35.8,6753
Nevada,Storey,Nevada_Storey,1436.113089,15,3.7,4.4,7,16,29,8.8,22,17,2,9,26.14933965,252,84.03515233,77.17398427,8,730,40,35,2877,519,171,11,146500,112,0,36,17,7.4,8,76,1531,82.9,68,71.92515924,115.0238291,11,8,8,420,4,125.2815804,97.09736158,36,215,97.26086957,88.27858293,9.393120393,2.7,2.6,0.05,19376,0.72,73271,28,49.10587103,27,1,7.185520362,94.68310727,87.70101277,24.62576375,193,1644,161,86,4207,48.8,3715
Nevada,Washoe,Nevada_Washoe,6166,17,3.9,4.4,8,16,30,8,21,88,83,2691,23,48387,365,333,1652,2707,41,47,286740,82158,19734,11,129617,24420,298,1962,2189,8.1,18,75,232253,78.2,6166,205,224,12,9,1053,50080,28636,394,367,35,40686,113,86,8,2.9,2.8,0.11,9563,0.81,75232,50,49,24,9,5,516,381,24.62576375,721,107732,25224,87,477082,49.5,17981
Nevada,White Pine,Nevada_White Pine,130,20,4.4,4.7,9,20,34,7.4,27,51,4,21,35,684,7,3,33,2473,29,29,6324,1178,192,13,104482,190,0,22,45,4.9,9,78,3629,79.7,130,71.92515924,115.0238291,14,10,28,1120,1249,125.2815804,12,38,544,42,68,9.393120393,2.5,2.3,0.03,10543,0.91,57923,43,49.10587103,35,3,7.185520362,12,10,24.62576375,109,2713,242,79,9466,42.6,5349
Nevada,Carson City,Nevada_Carson City,1144,20,4.2,4.6,8,17,31,7.9,26,93,1,265,28,6131,42,56,168,3028,41,46,35068,8328,2143,16,110317,2738,46,159,297,7.1,17,79,25337,74.4,1144,28,30,13,10,195,7560,1517,42,64,39,5167,153,80,16,2.9,2.7,0.03,11174,0.88,58382,62,66,31,17,4,91,50,24.62576375,417,13299,2893,85,56034,49,2675
New Hampshire,Belknap,New Hampshire_Belknap,963,14,3.6,4.7,7,17,30,8.8,21,65,14,116,10,3906,40,44,343,2895,49,52,42327,8517,2157,10,125702,2685,73,145,335,4.7,15,80,30882,77.1,963,17,115.0238291,11,8,28,5750,1355,69,47,35,3496,106,89,9.393120393,3.1,3.1,0.05,19621,0.79,76105,31,72,23,27,7.185520362,64,40,24.62576375,223,19588,3493,86,61551,50.6,39826
New Hampshire,Carroll,New Hampshire_Carroll,695,14,3.7,4.7,6,17,29,9,22,65,7,74,13,3792,44,35,128,2680,46,46,35963,6242,1776,12,120982,1857,58,78,270,5.6,15,78,23566,79.7,695,16,115.0238291,12,7,26,4470,216,36,41,34,3433,128,93,9.393120393,3.2,3,0.09,23495,0.77,73073,35,49.10587103,22,25,7.185520362,50,31,24.62576375,65,17644,2874,89,49167,50.4,43133
New Hampshire,Cheshire,New Hampshire_Cheshire,963,14,3.7,4.7,6,18,30,8.6,22,58,14,223,9,4263,53,61,271,2752,44,52,50026,11358,2444,11,117798,2482,71,114,350,5.6,15,77,38691,79.6,963,21,20,11,8,37,7200,3264,69,56,33,3853,119,85,9.393120393,3.1,3.1,0.05,19232,0.83,66398,33,58,24,29,2,77,53,24.62576375,267,20766,3741,85,76228,51.1,50138
New Hampshire,Coos,New Hampshire_Coos,542,18,4.2,5.1,7,21,34,7.9,27,60,14,69,19,1928,38,22,71,2533,45,43,21371,3561,1136,19,93532,866,38,48,208,5.8,14,77,14072,77.2,542,71.92515924,115.0238291,13,9,21,3950,1712,23,34,39,1759,132,90,9.393120393,2.9,2.9,0.06,17686,0.83,49465,44,49.10587103,24,19,7.185520362,42,26,24.62576375,121,10091,1537,81,31174,47.6,21896
New Hampshire,Grafton,New Hampshire_Grafton,1101,14,3.6,4.6,7,16,27,8.7,23,78,13,237,6,5994,177,76,467,2972,47,43,59148,14096,2813,11,124890,2806,114,140,357,6.2,13,73,45628,80.7,1101,16,115.0238291,11,8,46,8680,2233,47,57,32,5437,382,94,3,3.4,3.3,0.1,22189,0.91,77022,27,64,21,39,2,84,60,24.62576375,146,24556,4663,84,90691,50.7,61238
New Hampshire,Hillsborough,New Hampshire_Hillsborough,4705,14,3.4,4.4,7,15,32,8.8,22,78,41,1315,11,27581,356,345,1482,4089,52,56,272021,77921,16792,9,153866,16877,380,1088,1834,3.4,15,80,224712,79.4,4705,123,120,12,8,380,35370,16348,441,201,36,24852,156,86,5,3.1,3.1,0.15,16962,0.78,79222,27,60,26,193,2,388,211,24.62576375,714,107043,20320,90,418735,50.2,84918
New Hampshire,Merrimack,New Hampshire_Merrimack,1830,13,3.5,4.6,7,16,30,8.9,21,77,26,331,8,8643,159,120,691,3041,51,55,100545,25297,4800,7,138905,5194,215,208,679,5.7,14,81,78162,79.5,1830,36,38,11,7,132,12550,4527,138,97,33,7753,185,87,3,3.2,3.2,0.11,18358,0.84,81132,25,69,23,87,1,169,82,24.62576375,259,42947,6798,88,152622,50.8,79978
New Hampshire,Rockingham,New Hampshire_Rockingham,3247,13,3.2,4.3,6,14,27,9,20,77,48,649,5,16057,243,240,840,3468,50,54,214811,54709,13147,5,174274,9786,306,346,1183,5.2,13,81,170904,80.8,3247,51,60,10,7,176,20680,15371,250,146,33,14409,130,92,5,3.4,3.4,0.05,19462,0.75,96775,12,62,24,156,1,252,126,24.62576375,277,95348,13870,92,311307,50.5,73505
New Hampshire,Strafford,New Hampshire_Strafford,1581,14,3.6,4.7,7,17,32,8.5,23,72,15,461,8,7990,83,95,365,3831,41,51,80124,23005,4610,7,136130,4674,95,298,608,5.8,16,78,68457,78.2,1581,34,29,12,8,108,11730,6976,155,72,35,7214,151,86,2,3.2,2.980549369,0.05,17795,0.83,72817,29,64,25,60,2,102,54,24.62576375,427,33285,6521,88,131533,50.9,39900
New Hampshire,Sullivan,New Hampshire_Sullivan,621,16,3.9,4.9,7,19,31,8,24,64,3,102,16,2579,31,17,87,3503,51,43,29371,5498,1239,12,112577,1415,31,66,182,6.1,13,83,20490,79.7,621,71.92515924,115.0238291,12,8,18,4350,3705,24,32,32,2318,79,84,12,3.2,3,0.06,22223,0.91,65881,37,68,24,20,7.185520362,49,34,24.62576375,131,12571,1952,84,43267,50.4,28066
New Jersey,Atlantic,New Jersey_Atlantic,4148,19,4.3,4.7,8,18,30,8,31,86,57,1338,15,22420,211,162,488,4635,40,48,162074,37982,21491,19,127941,16122,224,1025,1420,6.8,23,76,122536,76.7,4148,114,129,13,11,1198,28280,21480,466,219,41,20115,97,91,6,3,2.9,0.18,21266,0.89,61377,57,57,32,106,6,175,119,33,477,67657,19386,85,262945,51.6,34905
New Jersey,Bergen,New Jersey_Bergen,7666,14,3.3,4,8,13,22,9.5,25,98,28,2326,4,64563,1115,1234,2592,2590,43,53,610882,183400,45703,7,204596,29513,946,789,2077,11.1,21,66,469738,82.1,7666,178,183,10,8,1819,62040,8099,491,279,36,57509,71,95,3,3.7,3.6,0.18,20985,0.77,107114,21,55,26,435,1,388,93,7,1273,221603,61130,91,930394,51.4,919
New Jersey,Burlington,New Jersey_Burlington,5362,15,4,4.5,8,16,30,9.1,25,81,43,1818,8,21430,386,337,3927,4803,42,54,296292,81626,18996,7,166267,20209,385,733,1635,9.3,15,81,225167,79.1,5362,126,157,11,9,921,29530,22582,499,267,37,18781,76,94,6,3.3,3.2,0.14,19958,0.8,92471,27,54,30,143,3,227,124,18,331,126343,21733,91,446596,50.8,29900
New Jersey,Camden,New Jersey_Camden,7316,18,4.2,4.6,9,18,29,8.6,30,84,44,3512,18,34449,518,413,1779,5378,39,53,310472,92177,25761,16,138690,37252,403,2374,2400,10.6,20,74,243358,76.7,7316,227,298,12,11,1668,48060,22869,862,325,41,30774,115,87,7,3.1,3,0.25,19069,0.82,71718,45,56,32,231,8,252,203,25,838,124997,31455,86,506809,51.8,8308
New Jersey,Cape May,New Jersey_Cape May,1656,15,4.2,4.5,7,18,32,7.8,25,84,19,302,16,6002,54,55,110,3641,47,52,65259,12232,6286,16,138360,3551,123,224,479,7.4,20,79,41421,76.9,1656,27,31,12,9,187,10540,8505,156,83,39,5344,83,89,8,3.1,3.1,0.14,23811,0.88,75829,38,64,28,32,7.185520362,43,21,33,208,31723,7012,87,91546,51.4,16977
New Jersey,Cumberland,New Jersey_Cumberland,2549,25,5.3,4.9,10,23,40,7.5,36,69,34,1038,32,14106,65,99,160,5694,37,47,81851,16593,7129,18,111669,12196,148,807,799,8.8,23,80,58816,74.6,2549,80,85,16,12,539,17230,18332,264,186,43,12629,50,87,18,2.7,2.6,0.16,19118,0.82,60352,68,37,30,66,8,70,69,30,209,33769,10019,82,147008,49.3,36129
New Jersey,Essex,New Jersey_Essex,10371,21,4.3,4.4,10,16,30,8.7,30,99,34,6631,18,80196,675,756,1933,4509,40,45,466454,140026,43674,18,152875,66020,662,4814,2835,8.7,28,59,368427,78,10371,325,418,13,12,9101,84900,5869,901,327,41,71954,81,86,8,3.2,3.1,0.39,19699,0.88,65528,54,75,33,464,12,237,433,17,1571,129015,66724,83,800501,51.8,114
New Jersey,Gloucester,New Jersey_Gloucester,3900,15,3.9,4.5,8,17,34,8.8,26,78,38,1154,8,13841,166,133,399,4830,41,51,189120,52855,14028,8,160383,13219,235,336,1281,7,15,82,147883,77.2,3900,84,99,11,9,382,21930,18649,475,211,39,11931,59,93,4,3.3,3.2,0.08,18530,0.76,87220,29,37,28,131,2,161,69,17,372,85575,14040,90,293245,51.4,24060
New Jersey,Hudson,New Jersey_Hudson,6617,20,4.1,4.3,8,15,24,8.7,29,100,21,3409,17,78318,365,444,521,4997,34,38,412339,184089,38221,19,161335,37894,376,2302,1535,9.3,27,37,353155,80.5,6617,178,212,12,12,4904,74200,754,462,199,38,72233,36,84,8,3.3,3.1,0.25,18096,0.91,77323,64,59,26,388,4,238,124,24,1313,84542,51820,88,671666,50.2,0
New Jersey,Hunterdon,New Jersey_Hunterdon,1102,12,3.4,4,6,13,28,9.5,20,82,7,219,2,5098,153,110,330,3115,43,54,85621,19858,4565,4,219536,2543,126,53,296,7.9,14,78,64177,83.2,1102,29,21,10,7,181,6880,3379,50,48,34,4350,82,95,6,3.5,3.5,0.05,26167,0.77,113611,11,63,28,65,7.185520362,73,35,4,265,39978,5473,92,124797,50.6,63622
New Jersey,Mercer,New Jersey_Mercer,4309,17,3.8,4.3,8,15,31,8.9,28,97,24,1952,14,28211,368,310,1311,4168,42,53,222488,61300,15255,13,171771,21835,428,1392,1189,7.8,18,68,174502,79.3,4309,132,156,11,10,1429,30210,13450,349,173,39,24724,101,88,5,3.2,3.1,0.28,20009,0.83,87581,40,59,35,207,7,139,152,19,651,83468,21654,85,367239,51,12764
New Jersey,Middlesex,New Jersey_Middlesex,8040,15,3.7,3.8,8,13,26,9,26,91,64,2806,8,61727,796,746,1680,3661,40,52,511381,167911,38031,8,170657,32438,549,1246,2146,8.1,20,70,399124,80.6,8040,210,229,11,10,2116,60910,31605,622,306,37,53780,66,92,4,3.4,3.4,0.26,18561,0.76,95610,35,43,27,351,2,317,108,9,1004,183379,45248,88,822736,50.6,5461
New Jersey,Monmouth,New Jersey_Monmouth,6856,14,3.6,4.2,7,15,29,9,23,90,64,1685,5,35682,740,658,1884,3862,42,52,409796,107396,28964,6,201889,20621,577,939,1902,8.5,19,73,313209,79.8,6856,144,141,10,8,1667,44060,29628,574,275,37,30767,93,95,3,3.4,3.4,0.21,22289,0.7,104219,24,59,28,263,2,280,100,9,401,177116,38077,91,618381,51.3,23510
New Jersey,Morris,New Jersey_Morris,4146,12,3.4,3.9,6,12,25,9.4,21,94,19,980,3,22979,508,574,1488,2625,44,57,327178,93549,19630,5,221513,13551,537,318,1133,5.9,15,77,253838,81.8,4146,90,97,9,7,806,28610,18135,291,140,35,19414,90,95,4,3.6,3.6,0.16,21730,0.74,114103,14,51,27,266,1,186,57,6,482,135987,24395,93,491087,50.8,33324
New Jersey,Ocean,New Jersey_Ocean,8117,16,4.1,4.8,6,18,28,8.2,27,84,52,1265,8,33231,254,381,1087,3896,42,52,381490,87050,26397,18,139364,20712,452,583,2223,6.4,19,82,254913,78.5,8117,178,193,12,9,727,53480,51113,680,335,38,28364,61,92,4,3.2,3.1,0.15,21419,0.77,78181,35,52,27,154,1,281,110,13,313,184317,38445,84,614237,51.7,16711
New Jersey,Passaic,New Jersey_Passaic,5792,22,4.7,4.6,9,16,31,8.7,33,98,28,2819,20,58912,291,364,714,3366,40,47,282350,73335,30894,25,148691,33367,366,1944,1432,7.6,29,71,239308,78.9,5792,164,186,14,11,2336,50810,9151,429,205,37,52556,52,86,6,3,2.9,0.31,20230,0.85,64422,59,63,34,236,5,149,127,16,1138,88299,36645,86,500382,51.1,12080
New Jersey,Salem,New Jersey_Salem,1209,19,4.4,4.9,9,20,31,7.9,32,51,16,265,19,4229,22,21,73,5738,36,46,39460,8580,2817,16,131679,4548,76,171,362,9.1,18,83,27950,74,1209,28,37,14,11,147,6740,5569,124,67,39,3744,35,92,7,3.1,3,0.21,21047,0.71,65563,43,60,29,24,9,37,40,35,152,16874,4202,83,62451,51.1,29936
New Jersey,Somerset,New Jersey_Somerset,2695,12,3.3,3.7,7,12,26,9.5,21,89,15,842,6,18141,388,327,969,2959,42,55,217383,63055,13065,6,228895,10399,330,214,738,8.7,16,76,171566,81.9,2695,80,87,9,8,592,17040,10364,166,121,36,15302,60,94,5,3.5,3.5,0.18,20917,0.73,115573,21,62,22,169,2,122,45,5,392,90666,17525,93,329331,51.1,18736
New Jersey,Sussex,New Jersey_Sussex,1866,13,3.6,4.6,6,15,26,9.1,24,86,12,199,4,6509,67,102,263,3613,37,52,97019,22853,6936,6,169698,4338,130,78,482,7.9,14,83,73512,78.8,1866,32,28,10,8,174,9150,7979,148,82,36,5636,39,95,4,3.3,3.3,0.07,24190,0.78,92739,17,52,25,62,7.185520362,70,32,12,120,45288,7093,91,140002,50.2,59482
New Jersey,Union,New Jersey_Union,5938,19,4,4.4,8,15,28,9.3,31,99,38,2745,13,59289,376,490,1207,3418,40,48,329516,95535,27340,12,169730,30573,474,1976,1445,10.6,24,68,275971,79.8,5938,189,198,12,11,2502,40200,5062,445,231,39,53214,71,89,7,3.3,3.2,0.28,20352,0.87,83189,46,57,29,277,4,187,108,15,1257,113015,34446,87,555394,51,0
New Jersey,Warren,New Jersey_Warren,1338,15,3.9,4.6,8,17,32,8.4,24,82,12,243,8,6449,65,79,243,4132,39,53,70315,16676,4723,9,149305,3919,99,76,379,8,14,81,53872,79.1,1338,25,41,12,8,104,9100,8499,91,68,38,5692,58,93,4,3.3,3.2,0.08,21553,0.76,80412,28,45,31,49,2,67,25,14,268,30816,5168,88,105624,50.9,40830
New Mexico,Bernalillo,New Mexico_Bernalillo,9427,20,3.9,4.4,9,15,29,7.8,23,94,126,5372,21,60480,720,583,3377,2366,40,38,422915,132493,26825,17,109217,45466,537,6385,3957,8.4,18,79,318492,77.4,9427,313,295,12,10,1575,86440,39975,805,712,33,54259,159,69,7,3.007479324,2.6,0.13,9879,0.87,56632,67,43,24,283,10,799,763,19,759,172529,42079,83,681666,51,27798
New Mexico,Catron,New Mexico_Catron,1436.113089,21,4.6,5.2,8.21113307,20,30,3.1,27,66,5,593.7559524,26.14933965,181,1,0,2,1547,31,25,2649,154,84,36,62180,263,3,6,32,4.6,11,65,835,80.4,66,71.92515924,115.0238291,15,11,376.6380917,610,1643,125.2815804,97.09736158,32,143,55,88.27858293,9.393120393,3.007479324,2.980549369,0.1,20613,0.63,27423,87,49.10587103,50,1,7.185520362,10,10,24.62576375,1,1352,99,58,3623,47.7,3725
New Mexico,Chaves,New Mexico_Chaves,1130,25,4.7,4.8,8,17,36,6.5,34,56,14,370,40,6736,45,35,90,4024,37,42,32871,8547,2274,26,92419,4911,63,408,356,6.7,15,85,26549,74.5,1130,42,41,15,12,54,9020,10722,42,82,33,5830,94,74,6,3.007479324,2.9,0.07,11571,0.75,51441,87,41,27,44,15,66,84,73,123,16133,2619,73,64711,50.2,15918
New Mexico,Cibola,New Mexico_Cibola,499,28,5.3,5.3,10,21,39,4.8,33,57,16,245,37,2446,13,19,100,2953,19,36,14839,3794,842,32,92602,2592,12,148,165,4.7,20,77,8694,74.4,499,11,115.0238291,17,14,97,5270,5965,15,52,38,2149,152,67,10,3.007479324,2.7,0.09,11139,0.77,42705,100,68,32,12,8,33,23,30,85,6018,562,64,26354,48.9,15061
New Mexico,Colfax,New Mexico_Colfax,228,22,4.4,4.7,15,16,34,6.3,30,68,5,45,31,841,5,5,130,2274,34,47,7982,1373,367,25,76035,831,18,33,82,5.1,15,73,4735,76.9,228,71.92515924,115.0238291,14,12,11,1890,2012,12,16,34,724,92,88.27858293,9.393120393,3.007479324,2.5,0.07,15941,0.79,43265,88,49.10587103,32,2,12,25,16,69,94,4031,579,71,11927,49.1,7199
New Mexico,Curry,New Mexico_Curry,652,24,4.6,4.9,8,17,35,6.5,30,71,9,495,49,4520,26,35,301,3074,31,39,24700,8986,1224,19,88736,4040,53,207,234,6.5,16,82,22171,76.1,652,34,39,15,12,34,7660,6256,41,52,32,3855,92,81,16,3.007479324,2.7,0.09,11779,0.75,53864,73,40,25,31,6,46,40,65,151,10501,2550,84,48793,48.4,6806
New Mexico,De Baca,New Mexico_De Baca,1436.113089,24,4.7,5,8.21113307,18,34,7.5,30,83,4,9,26.14933965,151,1,2,17,2443,40,13,772,217,35,29,95583,113,5,4,10,5.1,8,78,635,77.3,34,71.92515924,115.0238291,15,12,0,270,158,125.2815804,97.09736158,34,120,120,88.27858293,9.393120393,3.007479324,2.9,0.01,13631,1.18,42319,100,49.10587103,32,2,7.185520362,94.68310727,87.70101277,24.62576375,88,344,33,69,1673,49.9,2022
New Mexico,Dona Ana,New Mexico_Dona Ana,2621,25,4.6,4.7,8,15,35,6.2,28,69,31,1596,30,23882,136,136,712,2979,39,38,106922,34147,8073,27,93360,14664,133,605,818,8.8,20,79,87992,78.6,2621,83,97,15,13,431,33560,34540,109,204,33,20831,93,82,8,3.007479324,2.7,0.12,10084,0.87,46547,84,56,29,98,5,185,153,52,263,51316,12040,77,221262,50.8,40362
New Mexico,Eddy,New Mexico_Eddy,980,22,4.2,4.6,8,16,34,7.7,28,70,15,388,48,4891,19,20,74,2785,35,39,31329,8777,2316,14,126012,4058,62,323,348,7.2,13,84,26132,74.3,980,38,35,13,11,30,6340,5475,51,95,34,4013,98,81,9,3.007479324,3.1,0.03,9800,0.58,66199,45,39,21,14,11,86,89,43,140,15088,1663,80,58418,49.4,11226
New Mexico,Grant,New Mexico_Grant,481,22,4.3,4.6,10,15,33,6.6,27,57,7,123,31,1645,21,13,167,2226,31,37,17447,3089,1074,26,89839,1121,24,408.619451,182,5.2,15,78,9539,76.8,481,71.92515924,115.0238291,13,11,28,4520,3160,24,27,33,1412,133,85,9.393120393,3.007479324,2.5,0.15,12739,0.75,43557,85,56,31,14,8,43,41,36,100,7630,1431,79,27007,50.7,12500
New Mexico,Guadalupe,New Mexico_Guadalupe,77,25,4.3,4.4,7,16,33,6.8,33,45,9,20,22,217,2,2,67,2719,20,42,2833,622,103,29,57303,298,3,23,26,4.6,5,86,1473,75.7,77,71.92515924,115.0238291,14,13,6,590,673,125.2815804,97.09736158,33,179,234,88.27858293,9.393120393,3.007479324,3,0.06,13203,1.08,38903,100,49.10587103,35,4,7.185520362,94.68310727,87.70101277,93,124,910,77,52,4275,43.3,2066
New Mexico,Harding,New Mexico_Harding,1436.113089,22,4.3,4.6,8.21113307,16,33,2.9,28,1,0,0,26.14933965,37,0,0,0,4043.9236,27,32,281,121,12,24,89500,2,0,408.619451,408.1056964,4.8,11,78,206,76.89593099,1338.271252,71.92515924,115.0238291,14,12,0,70,335,125.2815804,97.09736158,32,31,157,88.27858293,9.393120393,3.007479324,2.980549369,0.17,12514.70415,1.4,39913,49,49.10587103,34,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,0,101,9,52,638,48,695
New Mexico,Hidalgo,New Mexico_Hidalgo,85,25,4.7,4.8,12,17,34,6,31,21,2,18,22,334,2,6,8,2574,25,21,2491,408,114,26,79417,164,0,23,26,5.1,18,72,1565,75.6,85,71.92515924,115.0238291,15,13,376.6380917,720,780,125.2815804,97.09736158,35,275,122,88.27858293,9.393120393,3.007479324,2.7,0.2,15342,0.84,41858,91,49.10587103,33,4,7.185520362,94.68310727,87.70101277,24.62576375,96,1217,186,73,4106,49.9,4894
New Mexico,Lea,New Mexico_Lea,1041,25,4.5,4.7,9,17,36,8,33,77,31,420,55,8145,20,28,88,3881,31,24,31913,8887,3264,14,111383,5209,67,310,345,8,14,83,28695,74.4,1041,47,52,15,13,55,7650,4634,53,126,34,6788,79,82,9,3.007479324,2.7,0.05,9961,0.57,66780,53,43,21,35,10,61,65,32,161,15555,2063,81,71830,48.7,13613
